country,sex,edu_lfs,lfs,age,oecd,regionb,oecdb,fborn,number
HUN,2,2,3,2,1,ASIA,1,1,254
HUN,2,2,1,3,1,ASIA,1,1,4
HUN,2,2,3,3,1,ASIA,1,1,37
HUN,2,3,1,1,1,ASIA,1,1,29
HUN,2,3,3,1,1,ASIA,1,1,29
HUN,2,3,1,2,1,ASIA,1,1,503
HUN,2,3,2,2,1,ASIA,1,1,16
HUN,2,3,3,2,1,ASIA,1,1,399
HUN,2,3,1,3,1,ASIA,1,1,13
HUN,2,3,3,3,1,ASIA,1,1,21
HUN,1,1,1,1,1,EURO,0,1,1083
HUN,1,1,2,1,1,EURO,0,1,182
HUN,1,1,3,1,1,EURO,0,1,3433
HUN,1,1,1,2,1,EURO,0,1,8172
HUN,1,1,2,2,1,EURO,0,1,1359
HUN,1,1,3,2,1,EURO,0,1,2684
HUN,1,1,1,3,1,EURO,0,1,156
HUN,1,1,2,3,1,EURO,0,1,6
HUN,1,1,3,3,1,EURO,0,1,8026
HUN,1,2,1,1,1,EURO,0,1,3739
HUN,1,2,2,1,1,EURO,0,1,529
HUN,1,2,3,1,1,EURO,0,1,4667
HUN,1,2,1,2,1,EURO,0,1,55607
HUN,1,2,2,2,1,EURO,0,1,5941
HUN,1,2,3,2,1,EURO,0,1,8241
HUN,1,2,1,3,1,EURO,0,1,340
HUN,1,2,2,3,1,EURO,0,1,8
HUN,1,2,3,3,1,EURO,0,1,6002
HUN,1,3,1,1,1,EURO,0,1,595
HUN,1,3,2,1,1,EURO,0,1,144
HUN,1,3,3,1,1,EURO,0,1,504
HUN,1,3,1,2,1,EURO,0,1,27677
HUN,1,3,2,2,1,EURO,0,1,1477
HUN,1,3,3,2,1,EURO,0,1,3027
HUN,1,3,1,3,1,EURO,0,1,946
HUN,1,3,2,3,1,EURO,0,1,20
HUN,1,3,3,3,1,EURO,0,1,5740
HUN,2,1,1,1,1,EURO,0,1,458
HUN,2,1,2,1,1,EURO,0,1,146
HUN,2,1,3,1,1,EURO,0,1,2994
HUN,2,1,1,2,1,EURO,0,1,7083
HUN,2,1,2,2,1,EURO,0,1,1455
HUN,2,1,3,2,1,EURO,0,1,6470
HUN,2,1,1,3,1,EURO,0,1,152
HUN,2,1,2,3,1,EURO,0,1,8
HUN,2,1,3,3,1,EURO,0,1,17284
HUN,2,2,1,1,1,EURO,0,1,2801
HUN,2,2,2,1,1,EURO,0,1,485
HUN,2,2,3,1,1,EURO,0,1,4969
HUN,2,2,1,2,1,EURO,0,1,41156
HUN,2,2,2,2,1,EURO,0,1,5162
HUN,2,2,3,2,1,EURO,0,1,16439
HUN,2,2,1,3,1,EURO,0,1,260
HUN,2,2,2,3,1,EURO,0,1,7
HUN,2,2,3,3,1,EURO,0,1,9046
HUN,2,3,1,1,1,EURO,0,1,1082
HUN,2,3,2,1,1,EURO,0,1,254
HUN,2,3,3,1,1,EURO,0,1,739
HUN,2,3,1,2,1,EURO,0,1,26339
HUN,2,3,2,2,1,EURO,0,1,1887
HUN,2,3,3,2,1,EURO,0,1,8095
HUN,2,3,1,3,1,EURO,0,1,490
HUN,2,3,2,3,1,EURO,0,1,11
HUN,2,3,3,3,1,EURO,0,1,5536
HUN,1,1,1,1,1,EURO,1,0,21488
HUN,1,1,2,1,1,EURO,1,0,12977
HUN,1,1,3,1,1,EURO,1,0,211425
HUN,1,1,1,2,1,EURO,1,0,193144
HUN,1,1,2,2,1,EURO,1,0,72642
HUN,1,1,3,2,1,EURO,1,0,157247
HUN,1,1,1,3,1,EURO,1,0,5760
HUN,1,1,2,3,1,EURO,1,0,250
HUN,1,1,3,3,1,EURO,1,0,336035
HUN,1,2,1,1,1,EURO,1,0,110319
HUN,1,2,2,1,1,EURO,1,0,24078
HUN,1,2,3,1,1,EURO,1,0,145370
HUN,1,2,1,2,1,EURO,1,0,1188400
HUN,1,2,2,2,1,EURO,1,0,152114
HUN,1,2,3,2,1,EURO,1,0,322128
HUN,1,2,1,3,1,EURO,1,0,11437
HUN,1,2,2,3,1,EURO,1,0,299
HUN,1,2,3,3,1,EURO,1,0,174034
HUN,1,3,1,1,1,EURO,1,0,11301
HUN,1,3,2,1,1,EURO,1,0,3459
HUN,1,3,3,1,1,EURO,1,0,9053
HUN,1,3,1,2,1,EURO,1,0,381921
HUN,1,3,2,2,1,EURO,1,0,19125
HUN,1,3,3,2,1,EURO,1,0,51238
HUN,1,3,1,3,1,EURO,1,0,17267
HUN,1,3,2,3,1,EURO,1,0,240
HUN,1,3,3,3,1,EURO,1,0,96546
HUN,2,1,1,1,1,EURO,1,0,8113
HUN,2,1,2,1,1,EURO,1,0,6777
HUN,2,1,3,1,1,EURO,1,0,198488
HUN,2,1,1,2,1,EURO,1,0,181427
HUN,2,1,2,2,1,EURO,1,0,64553
HUN,2,1,3,2,1,EURO,1,0,318610
HUN,2,1,1,3,1,EURO,1,0,5523
HUN,2,1,2,3,1,EURO,1,0,255
HUN,2,1,3,3,1,EURO,1,0,750449
HUN,2,2,1,1,1,EURO,1,0,78740
HUN,2,2,2,1,1,EURO,1,0,20859
HUN,2,2,3,1,1,EURO,1,0,158596
HUN,2,2,1,2,1,EURO,1,0,888796
HUN,2,2,2,2,1,EURO,1,0,118063
HUN,2,2,3,2,1,EURO,1,0,428401
HUN,2,2,1,3,1,EURO,1,0,8652
HUN,2,2,2,3,1,EURO,1,0,277
HUN,2,2,3,3,1,EURO,1,0,220901
HUN,2,3,1,1,1,EURO,1,0,25627
HUN,2,3,2,1,1,EURO,1,0,7777
HUN,2,3,3,1,1,EURO,1,0,15808
HUN,2,3,1,2,1,EURO,1,0,478407
HUN,2,3,2,2,1,EURO,1,0,26206
HUN,2,3,3,2,1,EURO,1,0,122344
HUN,2,3,1,3,1,EURO,1,0,8112
HUN,2,3,2,3,1,EURO,1,0,150
HUN,2,3,3,3,1,EURO,1,0,77655
HUN,1,1,1,1,1,EURO,1,1,178
HUN,1,1,2,1,1,EURO,1,1,35
HUN,1,1,3,1,1,EURO,1,1,1329
HUN,1,1,1,2,1,EURO,1,1,1523
HUN,1,1,2,2,1,EURO,1,1,152
HUN,1,1,3,2,1,EURO,1,1,1148
HUN,1,1,1,3,1,EURO,1,1,64
HUN,1,1,2,3,1,EURO,1,1,1
HUN,1,1,3,3,1,EURO,1,1,4096
HUN,1,2,1,1,1,EURO,1,1,781
HUN,1,2,2,1,1,EURO,1,1,91
HUN,1,2,3,1,1,EURO,1,1,2692
HUN,1,2,1,2,1,EURO,1,1,10491
HUN,1,2,2,2,1,EURO,1,1,561
HUN,1,2,3,2,1,EURO,1,1,3680
HUN,1,2,1,3,1,EURO,1,1,224
HUN,1,2,2,3,1,EURO,1,1,4
HUN,1,2,3,3,1,EURO,1,1,3466
HUN,1,3,1,1,1,EURO,1,1,187
HUN,1,3,2,1,1,EURO,1,1,18
HUN,1,3,3,1,1,EURO,1,1,298
HUN,1,3,1,2,1,EURO,1,1,8852
HUN,1,3,2,2,1,EURO,1,1,238
HUN,1,3,3,2,1,EURO,1,1,1268
HUN,1,3,1,3,1,EURO,1,1,547
HUN,1,3,2,3,1,EURO,1,1,6
HUN,1,3,3,3,1,EURO,1,1,2836
HUN,2,1,1,1,1,EURO,1,1,73
HUN,2,1,2,1,1,EURO,1,1,20
HUN,2,1,3,1,1,EURO,1,1,1180
HUN,2,1,1,2,1,EURO,1,1,1261
HUN,2,1,2,2,1,EURO,1,1,162
HUN,2,1,3,2,1,EURO,1,1,2021
HUN,2,1,1,3,1,EURO,1,1,76
HUN,2,1,2,3,1,EURO,1,1,2
HUN,2,1,3,3,1,EURO,1,1,8257
HUN,2,2,1,1,1,EURO,1,1,641
HUN,2,2,2,1,1,EURO,1,1,85
HUN,2,2,3,1,1,EURO,1,1,2936
HUN,2,2,1,2,1,EURO,1,1,7418
HUN,2,2,2,2,1,EURO,1,1,620
HUN,2,2,3,2,1,EURO,1,1,5288
HUN,2,2,1,3,1,EURO,1,1,177
HUN,2,2,2,3,1,EURO,1,1,4
HUN,2,2,3,3,1,EURO,1,1,4366
HUN,2,3,1,1,1,EURO,1,1,254
HUN,2,3,2,1,1,EURO,1,1,48
HUN,2,3,3,1,1,EURO,1,1,357
HUN,2,3,1,2,1,EURO,1,1,6058
HUN,2,3,2,2,1,EURO,1,1,220
HUN,2,3,3,2,1,EURO,1,1,2300
HUN,2,3,1,3,1,EURO,1,1,318
HUN,2,3,2,3,1,EURO,1,1,1
HUN,2,3,3,3,1,EURO,1,1,2206
HUN,1,1,1,1,1,NOAM,1,1,13
HUN,1,1,2,1,1,NOAM,1,1,3
HUN,1,1,3,1,1,NOAM,1,1,265
HUN,1,1,1,2,1,NOAM,1,1,90
HUN,1,1,2,2,1,NOAM,1,1,8
HUN,1,1,3,2,1,NOAM,1,1,34
HUN,1,1,1,3,1,NOAM,1,1,1
HUN,1,1,3,3,1,NOAM,1,1,59
HUN,1,2,1,1,1,NOAM,1,1,127
HUN,1,2,2,1,1,NOAM,1,1,19
HUN,1,2,3,1,1,NOAM,1,1,382
HUN,1,2,1,2,1,NOAM,1,1,694
HUN,1,2,2,2,1,NOAM,1,1,47
HUN,1,2,3,2,1,NOAM,1,1,197
HUN,1,2,1,3,1,NOAM,1,1,5
HUN,1,2,3,3,1,NOAM,1,1,54
HUN,1,3,1,1,1,NOAM,1,1,39
HUN,1,3,3,1,1,NOAM,1,1,29
HUN,1,3,1,2,1,NOAM,1,1,1491
HUN,1,3,2,2,1,NOAM,1,1,42
HUN,1,3,3,2,1,NOAM,1,1,213
HUN,1,3,1,3,1,NOAM,1,1,33
HUN,1,3,3,3,1,NOAM,1,1,97
HUN,2,1,1,1,1,NOAM,1,1,11
HUN,2,1,2,1,1,NOAM,1,1,1
HUN,2,1,3,1,1,NOAM,1,1,186
HUN,2,1,1,2,1,NOAM,1,1,64
HUN,2,1,2,2,1,NOAM,1,1,6
HUN,2,1,3,2,1,NOAM,1,1,67
HUN,2,1,1,3,1,NOAM,1,1,1
HUN,2,1,3,3,1,NOAM,1,1,159
HUN,2,2,1,1,1,NOAM,1,1,87
HUN,2,2,2,1,1,NOAM,1,1,5
HUN,2,2,3,1,1,NOAM,1,1,344
HUN,2,2,1,2,1,NOAM,1,1,390
HUN,2,2,2,2,1,NOAM,1,1,17
HUN,2,2,3,2,1,NOAM,1,1,215
HUN,2,2,1,3,1,NOAM,1,1,2
HUN,2,2,3,3,1,NOAM,1,1,59
HUN,2,3,1,1,1,NOAM,1,1,52
HUN,2,3,2,1,1,NOAM,1,1,2
HUN,2,3,3,1,1,NOAM,1,1,68
HUN,2,3,1,2,1,NOAM,1,1,732
HUN,2,3,2,2,1,NOAM,1,1,14
HUN,2,3,3,2,1,NOAM,1,1,325
HUN,2,3,1,3,1,NOAM,1,1,13
HUN,2,3,3,3,1,NOAM,1,1,53
HUN,1,2,1,1,1,OCEA,0,1,2
HUN,1,2,3,1,1,OCEA,0,1,2
HUN,1,2,1,2,1,OCEA,0,1,8
HUN,1,3,1,2,1,OCEA,0,1,2
HUN,1,3,1,3,1,OCEA,0,1,1
HUN,1,3,3,3,1,OCEA,0,1,1
HUN,2,1,1,3,1,OCEA,0,1,1
HUN,2,2,3,1,1,OCEA,0,1,4
HUN,2,2,1,2,1,OCEA,0,1,2
HUN,1,1,1,1,1,OCEA,1,1,2
HUN,1,1,3,1,1,OCEA,1,1,39
HUN,1,1,1,2,1,OCEA,1,1,10
HUN,1,1,2,2,1,OCEA,1,1,4
HUN,1,1,3,2,1,OCEA,1,1,6
HUN,1,1,3,3,1,OCEA,1,1,5
HUN,1,2,1,1,1,OCEA,1,1,21
HUN,1,2,2,1,1,OCEA,1,1,7
HUN,1,2,3,1,1,OCEA,1,1,28
HUN,1,2,1,2,1,OCEA,1,1,100
HUN,1,2,2,2,1,OCEA,1,1,9
HUN,1,2,3,2,1,OCEA,1,1,15
HUN,1,2,3,3,1,OCEA,1,1,3
HUN,1,3,1,1,1,OCEA,1,1,4
HUN,1,3,3,1,1,OCEA,1,1,7
HUN,1,3,1,2,1,OCEA,1,1,143
HUN,1,3,2,2,1,OCEA,1,1,4
HUN,1,3,3,2,1,OCEA,1,1,15
HUN,1,3,1,3,1,OCEA,1,1,2
HUN,1,3,3,3,1,OCEA,1,1,3
HUN,2,1,3,1,1,OCEA,1,1,15
HUN,2,1,1,2,1,OCEA,1,1,7
HUN,2,1,3,2,1,OCEA,1,1,7
HUN,2,1,3,3,1,OCEA,1,1,7
HUN,2,2,1,1,1,OCEA,1,1,17
HUN,2,2,2,1,1,OCEA,1,1,2
HUN,2,2,3,1,1,OCEA,1,1,28
HUN,2,2,1,2,1,OCEA,1,1,57
HUN,2,2,2,2,1,OCEA,1,1,6
HUN,2,2,3,2,1,OCEA,1,1,21
HUN,2,2,1,3,1,OCEA,1,1,1
HUN,2,2,3,3,1,OCEA,1,1,8
HUN,2,3,1,1,1,OCEA,1,1,2
HUN,2,3,3,1,1,OCEA,1,1,5
HUN,2,3,1,2,1,OCEA,1,1,63
HUN,2,3,2,2,1,OCEA,1,1,2
HUN,2,3,3,2,1,OCEA,1,1,23
HUN,2,3,1,3,1,OCEA,1,1,1
HUN,2,3,3,3,1,OCEA,1,1,1
HUN,1,1,1,1,1,SCAC,0,1,15
HUN,1,1,2,1,1,SCAC,0,1,4
HUN,1,1,3,1,1,SCAC,0,1,50
HUN,1,1,1,2,1,SCAC,0,1,44
HUN,1,1,2,2,1,SCAC,0,1,6
HUN,1,1,3,2,1,SCAC,0,1,21
HUN,1,1,1,3,1,SCAC,0,1,1
HUN,1,1,2,3,1,SCAC,0,1,1
HUN,1,1,3,3,1,SCAC,0,1,22
HUN,1,2,1,1,1,SCAC,0,1,44
HUN,1,2,2,1,1,SCAC,0,1,10
HUN,1,2,3,1,1,SCAC,0,1,77
HUN,1,2,1,2,1,SCAC,0,1,438
HUN,1,2,2,2,1,SCAC,0,1,58
HUN,1,2,3,2,1,SCAC,0,1,83
HUN,1,2,1,3,1,SCAC,0,1,3
HUN,1,2,2,3,1,SCAC,0,1,1
HUN,1,2,3,3,1,SCAC,0,1,13
HUN,1,3,1,1,1,SCAC,0,1,14
HUN,1,3,3,1,1,SCAC,0,1,2
HUN,1,3,1,2,1,SCAC,0,1,604
HUN,1,3,2,2,1,SCAC,0,1,55
HUN,1,3,3,2,1,SCAC,0,1,53
HUN,1,3,1,3,1,SCAC,0,1,7
HUN,1,3,3,3,1,SCAC,0,1,27
HUN,2,1,1,1,1,SCAC,0,1,6
HUN,2,1,2,1,1,SCAC,0,1,4
HUN,2,1,3,1,1,SCAC,0,1,53
HUN,2,1,1,2,1,SCAC,0,1,44
HUN,2,1,2,2,1,SCAC,0,1,6
HUN,2,1,3,2,1,SCAC,0,1,47
HUN,2,1,1,3,1,SCAC,0,1,1
HUN,2,1,3,3,1,SCAC,0,1,34
HUN,2,2,1,1,1,SCAC,0,1,21
HUN,2,2,2,1,1,SCAC,0,1,6
HUN,2,2,3,1,1,SCAC,0,1,70
HUN,2,2,1,2,1,SCAC,0,1,279
HUN,2,2,2,2,1,SCAC,0,1,39
HUN,2,2,3,2,1,SCAC,0,1,156
HUN,2,2,1,3,1,SCAC,0,1,1
HUN,2,2,3,3,1,SCAC,0,1,22
HUN,2,3,1,1,1,SCAC,0,1,17
HUN,2,3,2,1,1,SCAC,0,1,2
HUN,2,3,3,1,1,SCAC,0,1,7
HUN,2,3,1,2,1,SCAC,0,1,284
HUN,2,3,2,2,1,SCAC,0,1,33
HUN,2,3,3,2,1,SCAC,0,1,135
HUN,2,3,1,3,1,SCAC,0,1,5
HUN,2,3,3,3,1,SCAC,0,1,10
HUN,1,1,3,1,1,SCAC,1,1,6
HUN,1,1,1,2,1,SCAC,1,1,8
HUN,1,1,3,2,1,SCAC,1,1,2
HUN,1,1,1,3,1,SCAC,1,1,1
HUN,1,1,3,3,1,SCAC,1,1,3
HUN,1,2,1,1,1,SCAC,1,1,4
HUN,1,2,2,1,1,SCAC,1,1,2
HUN,1,2,3,1,1,SCAC,1,1,19
HUN,1,2,1,2,1,SCAC,1,1,108
HUN,1,2,2,2,1,SCAC,1,1,16
HUN,1,2,3,2,1,SCAC,1,1,15
HUN,1,2,3,3,1,SCAC,1,1,3
HUN,1,3,1,1,1,SCAC,1,1,6
HUN,1,3,3,1,1,SCAC,1,1,6
HUN,1,3,1,2,1,SCAC,1,1,162
HUN,1,3,2,2,1,SCAC,1,1,14
HUN,1,3,3,2,1,SCAC,1,1,16
HUN,1,3,1,3,1,SCAC,1,1,2
HUN,1,3,3,3,1,SCAC,1,1,10
HUN,2,1,3,1,1,SCAC,1,1,9
HUN,2,1,1,2,1,SCAC,1,1,9
HUN,2,1,3,2,1,SCAC,1,1,4
HUN,2,1,3,3,1,SCAC,1,1,7
HUN,2,2,1,1,1,SCAC,1,1,3
HUN,2,2,3,1,1,SCAC,1,1,25
HUN,2,2,1,2,1,SCAC,1,1,37
HUN,2,2,2,2,1,SCAC,1,1,6
HUN,2,2,3,2,1,SCAC,1,1,15
HUN,2,2,1,3,1,SCAC,1,1,2
HUN,2,2,3,3,1,SCAC,1,1,2
HUN,2,3,1,1,1,SCAC,1,1,2
HUN,2,3,2,1,1,SCAC,1,1,2
HUN,2,3,3,1,1,SCAC,1,1,5
HUN,2,3,1,2,1,SCAC,1,1,84
HUN,2,3,2,2,1,SCAC,1,1,2
HUN,2,3,3,2,1,SCAC,1,1,38
HUN,2,3,1,3,1,SCAC,1,1,3
HUN,2,3,3,3,1,SCAC,1,1,6
HUN,1,1,1,1,1,UNK,0,99,6
HUN,1,1,2,1,1,UNK,0,99,4
HUN,1,1,3,1,1,UNK,0,99,43
HUN,1,1,1,2,1,UNK,0,99,17
HUN,1,1,2,2,1,UNK,0,99,5
HUN,1,1,3,2,1,UNK,0,99,24
HUN,1,1,3,3,1,UNK,0,99,12
HUN,1,2,1,1,1,UNK,0,99,13
HUN,1,2,2,1,1,UNK,0,99,3
HUN,1,2,3,1,1,UNK,0,99,17
HUN,1,2,1,2,1,UNK,0,99,54
HUN,1,2,2,2,1,UNK,0,99,7
HUN,1,2,3,2,1,UNK,0,99,18
HUN,1,2,3,3,1,UNK,0,99,5
HUN,1,3,3,1,1,UNK,0,99,1
HUN,1,3,1,2,1,UNK,0,99,13
HUN,1,3,2,2,1,UNK,0,99,1
HUN,1,3,3,2,1,UNK,0,99,2
HUN,1,3,3,3,1,UNK,0,99,2
HUN,2,1,1,1,1,UNK,0,99,1
HUN,2,1,2,1,1,UNK,0,99,2
HUN,2,1,3,1,1,UNK,0,99,33
HUN,2,1,1,2,1,UNK,0,99,13
HUN,2,1,2,2,1,UNK,0,99,4
HUN,2,1,3,2,1,UNK,0,99,25
HUN,2,1,3,3,1,UNK,0,99,35
HUN,2,2,1,1,1,UNK,0,99,10
HUN,2,2,2,1,1,UNK,0,99,2
HUN,2,2,3,1,1,UNK,0,99,15
HUN,2,2,1,2,1,UNK,0,99,32
HUN,2,2,2,2,1,UNK,0,99,5
HUN,2,2,3,2,1,UNK,0,99,16
HUN,2,2,3,3,1,UNK,0,99,7
HUN,2,3,1,1,1,UNK,0,99,3
HUN,2,3,2,1,1,UNK,0,99,1
HUN,2,3,3,1,1,UNK,0,99,1
HUN,2,3,1,2,1,UNK,0,99,11
HUN,2,3,2,2,1,UNK,0,99,1
HUN,2,3,3,2,1,UNK,0,99,4
HUN,2,3,3,3,1,UNK,0,99,2
IRL,1,1,1,1,1,AFRI,0,1,22
IRL,1,1,2,1,1,AFRI,0,1,67
IRL,1,1,3,1,1,AFRI,0,1,1032
IRL,1,1,1,2,1,AFRI,0,1,907
IRL,1,1,2,2,1,AFRI,0,1,651
IRL,1,1,3,2,1,AFRI,0,1,362
IRL,1,1,1,3,1,AFRI,0,1,6
IRL,1,1,2,3,1,AFRI,0,1,3
IRL,1,1,3,3,1,AFRI,0,1,58
IRL,1,2,1,1,1,AFRI,0,1,245
IRL,1,2,2,1,1,AFRI,0,1,216
IRL,1,2,3,1,1,AFRI,0,1,1227
IRL,1,2,1,2,1,AFRI,0,1,3625
IRL,1,2,2,2,1,AFRI,0,1,1533
IRL,1,2,3,2,1,AFRI,0,1,953
IRL,1,2,1,3,1,AFRI,0,1,25
IRL,1,2,2,3,1,AFRI,0,1,4
IRL,1,2,3,3,1,AFRI,0,1,128
IRL,1,3,1,1,1,AFRI,0,1,244
IRL,1,3,2,1,1,AFRI,0,1,83
IRL,1,3,3,1,1,AFRI,0,1,475
IRL,1,3,1,2,1,AFRI,0,1,6803
IRL,1,3,2,2,1,AFRI,0,1,1569
IRL,1,3,3,2,1,AFRI,0,1,1305
IRL,1,3,1,3,1,AFRI,0,1,82
IRL,1,3,2,3,1,AFRI,0,1,4
IRL,1,3,3,3,1,AFRI,0,1,242
IRL,1,99,1,1,1,AFRI,0,1,48
IRL,1,99,2,1,1,AFRI,0,1,30
IRL,1,99,3,1,1,AFRI,0,1,368
IRL,1,99,1,2,1,AFRI,0,1,710
IRL,1,99,2,2,1,AFRI,0,1,276
IRL,1,99,3,2,1,AFRI,0,1,209
IRL,1,99,1,3,1,AFRI,0,1,3
IRL,1,99,2,3,1,AFRI,0,1,2
IRL,1,99,3,3,1,AFRI,0,1,33
IRL,2,1,1,1,1,AFRI,0,1,25
IRL,2,1,2,1,1,AFRI,0,1,68
IRL,2,1,3,1,1,AFRI,0,1,994
IRL,2,1,1,2,1,AFRI,0,1,505
IRL,2,1,2,2,1,AFRI,0,1,795
IRL,2,1,3,2,1,AFRI,0,1,944
IRL,2,1,1,3,1,AFRI,0,1,5
IRL,2,1,2,3,1,AFRI,0,1,3
IRL,2,1,3,3,1,AFRI,0,1,157
IRL,2,2,1,1,1,AFRI,0,1,183
IRL,2,2,2,1,1,AFRI,0,1,183
IRL,2,2,3,1,1,AFRI,0,1,1334
IRL,2,2,1,2,1,AFRI,0,1,2758
IRL,2,2,2,2,1,AFRI,0,1,1574
IRL,2,2,3,2,1,AFRI,0,1,2238
IRL,2,2,1,3,1,AFRI,0,1,22
IRL,2,2,3,3,1,AFRI,0,1,190
IRL,2,3,1,1,1,AFRI,0,1,277
IRL,2,3,2,1,1,AFRI,0,1,96
IRL,2,3,3,1,1,AFRI,0,1,562
IRL,2,3,1,2,1,AFRI,0,1,5364
IRL,2,3,2,2,1,AFRI,0,1,1424
IRL,2,3,3,2,1,AFRI,0,1,2167
IRL,2,3,1,3,1,AFRI,0,1,17
IRL,2,3,2,3,1,AFRI,0,1,2
IRL,2,3,3,3,1,AFRI,0,1,159
IRL,2,99,1,1,1,AFRI,0,1,51
IRL,2,99,2,1,1,AFRI,0,1,18
IRL,2,99,3,1,1,AFRI,0,1,380
IRL,2,99,1,2,1,AFRI,0,1,585
IRL,2,99,2,2,1,AFRI,0,1,276
IRL,2,99,3,2,1,AFRI,0,1,389
IRL,2,99,1,3,1,AFRI,0,1,1
IRL,2,99,2,3,1,AFRI,0,1,1
IRL,2,99,3,3,1,AFRI,0,1,53
IRL,1,1,1,1,1,ASIA,0,1,109
IRL,1,1,2,1,1,ASIA,0,1,88
IRL,1,1,3,1,1,ASIA,0,1,1351
IRL,1,1,1,2,1,ASIA,0,1,2533
IRL,1,1,2,2,1,ASIA,0,1,910
IRL,1,1,3,2,1,ASIA,0,1,592
IRL,1,1,1,3,1,ASIA,0,1,15
IRL,1,1,2,3,1,ASIA,0,1,6
IRL,1,1,3,3,1,ASIA,0,1,168
IRL,1,2,1,1,1,ASIA,0,1,416
IRL,1,2,2,1,1,ASIA,0,1,230
IRL,1,2,3,1,1,ASIA,0,1,2105
IRL,1,2,1,2,1,ASIA,0,1,5374
IRL,1,2,2,2,1,ASIA,0,1,1168
IRL,1,2,3,2,1,ASIA,0,1,925
IRL,1,2,1,3,1,ASIA,0,1,35
IRL,1,2,2,3,1,ASIA,0,1,4
IRL,1,2,3,3,1,ASIA,0,1,176
IRL,1,3,1,1,1,ASIA,0,1,495
IRL,1,3,2,1,1,ASIA,0,1,163
IRL,1,3,3,1,1,ASIA,0,1,1798
IRL,1,3,1,2,1,ASIA,0,1,15509
IRL,1,3,2,2,1,ASIA,0,1,1900
IRL,1,3,3,2,1,ASIA,0,1,2460
IRL,1,3,1,3,1,ASIA,0,1,91
IRL,1,3,2,3,1,ASIA,0,1,5
IRL,1,3,3,3,1,ASIA,0,1,305
IRL,1,99,1,1,1,ASIA,0,1,125
IRL,1,99,2,1,1,ASIA,0,1,27
IRL,1,99,3,1,1,ASIA,0,1,567
IRL,1,99,1,2,1,ASIA,0,1,1441
IRL,1,99,2,2,1,ASIA,0,1,277
IRL,1,99,3,2,1,ASIA,0,1,284
IRL,1,99,1,3,1,ASIA,0,1,10
IRL,1,99,2,3,1,ASIA,0,1,2
IRL,1,99,3,3,1,ASIA,0,1,64
IRL,2,1,1,1,1,ASIA,0,1,35
IRL,2,1,2,1,1,ASIA,0,1,89
IRL,2,1,3,1,1,ASIA,0,1,1283
IRL,2,1,1,2,1,ASIA,0,1,1111
IRL,2,1,2,2,1,ASIA,0,1,737
IRL,2,1,3,2,1,ASIA,0,1,1731
IRL,2,1,1,3,1,ASIA,0,1,11
IRL,2,1,2,3,1,ASIA,0,1,7
IRL,2,1,3,3,1,ASIA,0,1,253
IRL,2,2,1,1,1,ASIA,0,1,205
IRL,2,2,2,1,1,ASIA,0,1,160
IRL,2,2,3,1,1,ASIA,0,1,1993
IRL,2,2,1,2,1,ASIA,0,1,2861
IRL,2,2,2,2,1,ASIA,0,1,889
IRL,2,2,3,2,1,ASIA,0,1,2013
IRL,2,2,1,3,1,ASIA,0,1,21
IRL,2,2,2,3,1,ASIA,0,1,5
IRL,2,2,3,3,1,ASIA,0,1,163
IRL,2,3,1,1,1,ASIA,0,1,442
IRL,2,3,2,1,1,ASIA,0,1,181
IRL,2,3,3,1,1,ASIA,0,1,1812
IRL,2,3,1,2,1,ASIA,0,1,13032
IRL,2,3,2,2,1,ASIA,0,1,2038
IRL,2,3,3,2,1,ASIA,0,1,4902
IRL,2,3,1,3,1,ASIA,0,1,49
IRL,2,3,2,3,1,ASIA,0,1,4
IRL,2,3,3,3,1,ASIA,0,1,262
IRL,2,99,1,1,1,ASIA,0,1,73
IRL,2,99,2,1,1,ASIA,0,1,33
IRL,2,99,3,1,1,ASIA,0,1,494
IRL,2,99,1,2,1,ASIA,0,1,938
IRL,2,99,2,2,1,ASIA,0,1,261
IRL,2,99,3,2,1,ASIA,0,1,524
IRL,2,99,1,3,1,ASIA,0,1,5
IRL,2,99,2,3,1,ASIA,0,1,2
IRL,2,99,3,3,1,ASIA,0,1,93
IRL,1,1,1,1,1,ASIA,1,1,2
IRL,1,1,2,1,1,ASIA,1,1,2
IRL,1,1,3,1,1,ASIA,1,1,53
IRL,1,1,1,2,1,ASIA,1,1,9
IRL,1,1,2,2,1,ASIA,1,1,5
IRL,1,1,3,2,1,ASIA,1,1,10
IRL,1,1,1,3,1,ASIA,1,1,2
IRL,1,1,3,3,1,ASIA,1,1,3
IRL,1,2,1,1,1,ASIA,1,1,13
IRL,1,2,2,1,1,ASIA,1,1,4
IRL,1,2,3,1,1,ASIA,1,1,77
IRL,1,2,1,2,1,ASIA,1,1,73
IRL,1,2,2,2,1,ASIA,1,1,12
IRL,1,2,3,2,1,ASIA,1,1,25
IRL,1,2,3,3,1,ASIA,1,1,3
IRL,1,3,1,1,1,ASIA,1,1,17
IRL,1,3,2,1,1,ASIA,1,1,6
IRL,1,3,3,1,1,ASIA,1,1,43
IRL,1,3,1,2,1,ASIA,1,1,363
IRL,1,3,2,2,1,ASIA,1,1,28
IRL,1,3,3,2,1,ASIA,1,1,83
IRL,1,3,1,3,1,ASIA,1,1,3
IRL,1,3,3,3,1,ASIA,1,1,7
IRL,1,99,1,1,1,ASIA,1,1,3
