country,sex,edu_lfs,lfs,age,oecd,regionb,oecdb,fborn,number
CZE,1,99,2,2,1,AFRI,0,1,8
CZE,1,99,3,2,1,AFRI,0,1,8
CZE,1,99,99,2,1,AFRI,0,1,1483
CZE,1,99,1,3,1,AFRI,0,1,1
CZE,1,99,99,3,1,AFRI,0,1,25
CZE,2,1,2,1,1,AFRI,0,1,2
CZE,2,1,3,1,1,AFRI,0,1,14
CZE,2,1,99,1,1,AFRI,0,1,1
CZE,2,1,1,2,1,AFRI,0,1,10
CZE,2,1,2,2,1,AFRI,0,1,6
CZE,2,1,3,2,1,AFRI,0,1,14
CZE,2,1,99,2,1,AFRI,0,1,2
CZE,2,1,3,3,1,AFRI,0,1,2
CZE,2,2,1,1,1,AFRI,0,1,9
CZE,2,2,2,1,1,AFRI,0,1,4
CZE,2,2,3,1,1,AFRI,0,1,34
CZE,2,2,99,1,1,AFRI,0,1,2
CZE,2,2,1,2,1,AFRI,0,1,83
CZE,2,2,2,2,1,AFRI,0,1,20
CZE,2,2,3,2,1,AFRI,0,1,204
CZE,2,2,99,2,1,AFRI,0,1,3
CZE,2,2,1,3,1,AFRI,0,1,1
CZE,2,2,3,3,1,AFRI,0,1,17
CZE,2,3,1,1,1,AFRI,0,1,1
CZE,2,3,3,1,1,AFRI,0,1,5
CZE,2,3,1,2,1,AFRI,0,1,91
CZE,2,3,2,2,1,AFRI,0,1,23
CZE,2,3,3,2,1,AFRI,0,1,45
CZE,2,3,99,2,1,AFRI,0,1,4
CZE,2,3,1,3,1,AFRI,0,1,3
CZE,2,3,3,3,1,AFRI,0,1,8
CZE,2,99,1,1,1,AFRI,0,1,1
CZE,2,99,3,1,1,AFRI,0,1,3
CZE,2,99,99,1,1,AFRI,0,1,44
CZE,2,99,1,2,1,AFRI,0,1,4
CZE,2,99,3,2,1,AFRI,0,1,4
CZE,2,99,99,2,1,AFRI,0,1,322
CZE,2,99,3,3,1,AFRI,0,1,5
CZE,2,99,99,3,1,AFRI,0,1,12
CZE,1,1,1,1,1,ASIA,0,1,300
CZE,1,1,2,1,1,ASIA,0,1,75
CZE,1,1,3,1,1,ASIA,0,1,463
CZE,1,1,99,1,1,ASIA,0,1,156
CZE,1,1,1,2,1,ASIA,0,1,3931
CZE,1,1,2,2,1,ASIA,0,1,610
CZE,1,1,3,2,1,ASIA,0,1,564
CZE,1,1,99,2,1,ASIA,0,1,1598
CZE,1,1,1,3,1,ASIA,0,1,5
CZE,1,1,3,3,1,ASIA,0,1,55
CZE,1,1,99,3,1,ASIA,0,1,3
CZE,1,2,1,1,1,ASIA,0,1,336
CZE,1,2,2,1,1,ASIA,0,1,71
CZE,1,2,3,1,1,ASIA,0,1,650
CZE,1,2,99,1,1,ASIA,0,1,130
CZE,1,2,1,2,1,ASIA,0,1,6481
CZE,1,2,2,2,1,ASIA,0,1,533
CZE,1,2,3,2,1,ASIA,0,1,693
CZE,1,2,99,2,1,ASIA,0,1,1690
CZE,1,2,1,3,1,ASIA,0,1,156
CZE,1,2,3,3,1,ASIA,0,1,209
CZE,1,2,99,3,1,ASIA,0,1,36
CZE,1,3,1,1,1,ASIA,0,1,62
CZE,1,3,2,1,1,ASIA,0,1,7
CZE,1,3,3,1,1,ASIA,0,1,104
CZE,1,3,99,1,1,ASIA,0,1,6
CZE,1,3,1,2,1,ASIA,0,1,4350
CZE,1,3,2,2,1,ASIA,0,1,321
CZE,1,3,3,2,1,ASIA,0,1,500
CZE,1,3,99,2,1,ASIA,0,1,305
CZE,1,3,1,3,1,ASIA,0,1,85
CZE,1,3,3,3,1,ASIA,0,1,213
CZE,1,3,99,3,1,ASIA,0,1,15
CZE,1,99,1,1,1,ASIA,0,1,33
CZE,1,99,2,1,1,ASIA,0,1,7
CZE,1,99,3,1,1,ASIA,0,1,56
CZE,1,99,99,1,1,ASIA,0,1,2030
CZE,1,99,1,2,1,ASIA,0,1,516
CZE,1,99,2,2,1,ASIA,0,1,52
CZE,1,99,3,2,1,ASIA,0,1,47
CZE,1,99,99,2,1,ASIA,0,1,15260
CZE,1,99,1,3,1,ASIA,0,1,4
CZE,1,99,3,3,1,ASIA,0,1,14
CZE,1,99,99,3,1,ASIA,0,1,215
CZE,2,1,1,1,1,ASIA,0,1,195
CZE,2,1,2,1,1,ASIA,0,1,43
CZE,2,1,3,1,1,ASIA,0,1,512
CZE,2,1,99,1,1,ASIA,0,1,117
CZE,2,1,1,2,1,ASIA,0,1,2552
CZE,2,1,2,2,1,ASIA,0,1,704
CZE,2,1,3,2,1,ASIA,0,1,2162
CZE,2,1,99,2,1,ASIA,0,1,879
CZE,2,1,1,3,1,ASIA,0,1,17
CZE,2,1,3,3,1,ASIA,0,1,150
CZE,2,1,99,3,1,ASIA,0,1,8
CZE,2,2,1,1,1,ASIA,0,1,471
CZE,2,2,2,1,1,ASIA,0,1,64
CZE,2,2,3,1,1,ASIA,0,1,417
CZE,2,2,99,1,1,ASIA,0,1,77
CZE,2,2,1,2,1,ASIA,0,1,4758
CZE,2,2,2,2,1,ASIA,0,1,625
CZE,2,2,3,2,1,ASIA,0,1,1823
CZE,2,2,99,2,1,ASIA,0,1,857
CZE,2,2,1,3,1,ASIA,0,1,79
CZE,2,2,3,3,1,ASIA,0,1,369
CZE,2,3,1,1,1,ASIA,0,1,108
CZE,2,3,2,1,1,ASIA,0,1,26
CZE,2,3,3,1,1,ASIA,0,1,248
CZE,2,3,99,1,1,ASIA,0,1,14
CZE,2,3,1,2,1,ASIA,0,1,1523
CZE,2,3,2,2,1,ASIA,0,1,399
CZE,2,3,3,2,1,ASIA,0,1,1732
CZE,2,3,99,2,1,ASIA,0,1,197
CZE,2,3,1,3,1,ASIA,0,1,30
CZE,2,3,3,3,1,ASIA,0,1,168
CZE,2,3,99,3,1,ASIA,0,1,2
CZE,2,99,1,1,1,ASIA,0,1,41
CZE,2,99,2,1,1,ASIA,0,1,3
CZE,2,99,3,1,1,ASIA,0,1,83
CZE,2,99,99,1,1,ASIA,0,1,2023
CZE,2,99,1,2,1,ASIA,0,1,405
CZE,2,99,2,2,1,ASIA,0,1,46
CZE,2,99,3,2,1,ASIA,0,1,133
CZE,2,99,99,2,1,ASIA,0,1,9880
CZE,2,99,1,3,1,ASIA,0,1,2
CZE,2,99,3,3,1,ASIA,0,1,215
CZE,2,99,99,3,1,ASIA,0,1,113
CZE,1,1,1,1,1,ASIA,1,1,3
CZE,1,1,2,1,1,ASIA,1,1,1
CZE,1,1,3,1,1,ASIA,1,1,24
CZE,1,1,99,1,1,ASIA,1,1,4
CZE,1,1,1,2,1,ASIA,1,1,2
CZE,1,1,2,2,1,ASIA,1,1,1
CZE,1,2,1,1,1,ASIA,1,1,2
CZE,1,2,3,1,1,ASIA,1,1,20
CZE,1,2,1,2,1,ASIA,1,1,84
CZE,1,2,2,2,1,ASIA,1,1,7
CZE,1,2,3,2,1,ASIA,1,1,36
CZE,1,2,99,2,1,ASIA,1,1,5
CZE,1,2,1,3,1,ASIA,1,1,3
CZE,1,2,3,3,1,ASIA,1,1,3
CZE,1,3,1,1,1,ASIA,1,1,1
CZE,1,3,3,1,1,ASIA,1,1,5
CZE,1,3,1,2,1,ASIA,1,1,291
CZE,1,3,2,2,1,ASIA,1,1,16
CZE,1,3,3,2,1,ASIA,1,1,41
CZE,1,3,99,2,1,ASIA,1,1,5
CZE,1,3,1,3,1,ASIA,1,1,15
CZE,1,3,3,3,1,ASIA,1,1,12
CZE,1,3,99,3,1,ASIA,1,1,2
CZE,1,99,3,1,1,ASIA,1,1,2
CZE,1,99,99,1,1,ASIA,1,1,134
CZE,1,99,1,2,1,ASIA,1,1,4
CZE,1,99,99,2,1,ASIA,1,1,1008
CZE,1,99,99,3,1,ASIA,1,1,12
CZE,2,1,3,1,1,ASIA,1,1,24
CZE,2,1,99,1,1,ASIA,1,1,1
CZE,2,1,1,2,1,ASIA,1,1,1
CZE,2,1,2,2,1,ASIA,1,1,4
CZE,2,1,3,2,1,ASIA,1,1,2
CZE,2,2,1,1,1,ASIA,1,1,9
CZE,2,2,2,1,1,ASIA,1,1,1
CZE,2,2,3,1,1,ASIA,1,1,9
CZE,2,2,1,2,1,ASIA,1,1,10
CZE,2,2,2,2,1,ASIA,1,1,3
CZE,2,2,3,2,1,ASIA,1,1,53
CZE,2,2,99,2,1,ASIA,1,1,1
CZE,2,2,1,3,1,ASIA,1,1,1
CZE,2,2,3,3,1,ASIA,1,1,6
CZE,2,3,1,1,1,ASIA,1,1,3
CZE,2,3,3,1,1,ASIA,1,1,2
CZE,2,3,99,1,1,ASIA,1,1,1
CZE,2,3,1,2,1,ASIA,1,1,118
CZE,2,3,2,2,1,ASIA,1,1,17
CZE,2,3,3,2,1,ASIA,1,1,133
CZE,2,3,99,2,1,ASIA,1,1,2
CZE,2,3,1,3,1,ASIA,1,1,4
CZE,2,3,3,3,1,ASIA,1,1,1
CZE,2,99,99,1,1,ASIA,1,1,158
CZE,2,99,1,2,1,ASIA,1,1,1
CZE,2,99,3,2,1,ASIA,1,1,5
CZE,2,99,99,2,1,ASIA,1,1,873
CZE,2,99,3,3,1,ASIA,1,1,2
CZE,2,99,99,3,1,ASIA,1,1,11
CZE,1,1,1,1,1,EURO,0,1,423
CZE,1,1,2,1,1,EURO,0,1,137
CZE,1,1,3,1,1,EURO,0,1,647
CZE,1,1,99,1,1,EURO,0,1,183
CZE,1,1,1,2,1,EURO,0,1,3114
CZE,1,1,2,2,1,EURO,0,1,980
CZE,1,1,3,2,1,EURO,0,1,625
CZE,1,1,99,2,1,EURO,0,1,1382
CZE,1,1,1,3,1,EURO,0,1,10
CZE,1,1,3,3,1,EURO,0,1,417
CZE,1,1,99,3,1,EURO,0,1,12
CZE,1,2,1,1,1,EURO,0,1,338
CZE,1,2,2,1,1,EURO,0,1,281
CZE,1,2,3,1,1,EURO,0,1,992
CZE,1,2,99,1,1,EURO,0,1,184
CZE,1,2,1,2,1,EURO,0,1,14898
CZE,1,2,2,2,1,EURO,0,1,1443
CZE,1,2,3,2,1,EURO,0,1,2593
CZE,1,2,99,2,1,EURO,0,1,1894
CZE,1,2,1,3,1,EURO,0,1,79
CZE,1,2,3,3,1,EURO,0,1,1043
CZE,1,2,99,3,1,EURO,0,1,24
CZE,1,3,1,1,1,EURO,0,1,347
CZE,1,3,2,1,1,EURO,0,1,38
CZE,1,3,3,1,1,EURO,0,1,262
CZE,1,3,99,1,1,EURO,0,1,15
CZE,1,3,1,2,1,EURO,0,1,10012
CZE,1,3,2,2,1,EURO,0,1,406
CZE,1,3,3,2,1,EURO,0,1,345
CZE,1,3,99,2,1,EURO,0,1,442
CZE,1,3,1,3,1,EURO,0,1,232
CZE,1,3,3,3,1,EURO,0,1,736
CZE,1,3,99,3,1,EURO,0,1,16
CZE,1,99,1,1,1,EURO,0,1,64
CZE,1,99,2,1,1,EURO,0,1,8
CZE,1,99,3,1,1,EURO,0,1,148
CZE,1,99,99,1,1,EURO,0,1,5111
CZE,1,99,1,2,1,EURO,0,1,610
CZE,1,99,2,2,1,EURO,0,1,70
CZE,1,99,3,2,1,EURO,0,1,57
CZE,1,99,99,2,1,EURO,0,1,39640
CZE,1,99,1,3,1,EURO,0,1,5
CZE,1,99,3,3,1,EURO,0,1,50
CZE,1,99,99,3,1,EURO,0,1,499
CZE,2,1,1,1,1,EURO,0,1,208
CZE,2,1,2,1,1,EURO,0,1,100
CZE,2,1,3,1,1,EURO,0,1,1434
CZE,2,1,99,1,1,EURO,0,1,177
CZE,2,1,1,2,1,EURO,0,1,2856
CZE,2,1,2,2,1,EURO,0,1,608
CZE,2,1,3,2,1,EURO,0,1,1413
CZE,2,1,99,2,1,EURO,0,1,596
CZE,2,1,1,3,1,EURO,0,1,9
CZE,2,1,3,3,1,EURO,0,1,835
CZE,2,1,99,3,1,EURO,0,1,3
CZE,2,2,1,1,1,EURO,0,1,513
CZE,2,2,2,1,1,EURO,0,1,248
CZE,2,2,3,1,1,EURO,0,1,1759
CZE,2,2,99,1,1,EURO,0,1,161
CZE,2,2,1,2,1,EURO,0,1,15562
CZE,2,2,2,2,1,EURO,0,1,529
CZE,2,2,3,2,1,EURO,0,1,4208
CZE,2,2,99,2,1,EURO,0,1,1320
CZE,2,2,1,3,1,EURO,0,1,50
CZE,2,2,3,3,1,EURO,0,1,1183
CZE,2,2,99,3,1,EURO,0,1,7
CZE,2,3,1,1,1,EURO,0,1,519
CZE,2,3,2,1,1,EURO,0,1,83
CZE,2,3,3,1,1,EURO,0,1,465
CZE,2,3,99,1,1,EURO,0,1,31
CZE,2,3,1,2,1,EURO,0,1,8158
CZE,2,3,2,2,1,EURO,0,1,904
CZE,2,3,3,2,1,EURO,0,1,3008
CZE,2,3,99,2,1,EURO,0,1,319
CZE,2,3,1,3,1,EURO,0,1,172
CZE,2,3,3,3,1,EURO,0,1,992
CZE,2,3,99,3,1,EURO,0,1,3
CZE,2,99,1,1,1,EURO,0,1,32
CZE,2,99,2,1,1,EURO,0,1,13
CZE,2,99,3,1,1,EURO,0,1,136
CZE,2,99,99,1,1,EURO,0,1,4125
CZE,2,99,1,2,1,EURO,0,1,514
CZE,2,99,2,2,1,EURO,0,1,80
CZE,2,99,3,2,1,EURO,0,1,109
CZE,2,99,99,2,1,EURO,0,1,21387
CZE,2,99,1,3,1,EURO,0,1,6
CZE,2,99,3,3,1,EURO,0,1,395
CZE,2,99,99,3,1,EURO,0,1,154
CZE,1,1,1,1,1,EURO,1,0,15382
CZE,1,1,2,1,1,EURO,1,0,5972
CZE,1,1,3,1,1,EURO,1,0,193049
CZE,1,1,99,1,1,EURO,1,0,12612
CZE,1,1,1,2,1,EURO,1,0,70433
CZE,1,1,2,2,1,EURO,1,0,13040
CZE,1,1,3,2,1,EURO,1,0,37417
CZE,1,1,99,2,1,EURO,1,0,12836
CZE,1,1,1,3,1,EURO,1,0,1446
CZE,1,1,3,3,1,EURO,1,0,53991
CZE,1,1,99,3,1,EURO,1,0,2258
CZE,1,2,1,1,1,EURO,1,0,133618
CZE,1,2,2,1,1,EURO,1,0,10919
CZE,1,2,3,1,1,EURO,1,0,79632
CZE,1,2,99,1,1,EURO,1,0,5369
CZE,1,2,1,2,1,EURO,1,0,1745553
CZE,1,2,2,2,1,EURO,1,0,47072
CZE,1,2,3,2,1,EURO,1,0,192021
CZE,1,2,99,2,1,EURO,1,0,46118
CZE,1,2,1,3,1,EURO,1,0,44658
CZE,1,2,3,3,1,EURO,1,0,535882
CZE,1,2,99,3,1,EURO,1,0,12741
CZE,1,3,1,1,1,EURO,1,0,10927
CZE,1,3,2,1,1,EURO,1,0,307
CZE,1,3,3,1,1,EURO,1,0,16205
CZE,1,3,99,1,1,EURO,1,0,107
CZE,1,3,1,2,1,EURO,1,0,528746
CZE,1,3,2,2,1,EURO,1,0,9270
CZE,1,3,3,2,1,EURO,1,0,28409
CZE,1,3,99,2,1,EURO,1,0,1975
CZE,1,3,1,3,1,EURO,1,0,29465
CZE,1,3,3,3,1,EURO,1,0,98402
CZE,1,3,99,3,1,EURO,1,0,1123
CZE,1,99,1,1,1,EURO,1,0,1841
CZE,1,99,2,1,1,EURO,1,0,447
CZE,1,99,3,1,1,EURO,1,0,13950
CZE,1,99,99,1,1,EURO,1,0,17880
CZE,1,99,1,2,1,EURO,1,0,9047
CZE,1,99,2,2,1,EURO,1,0,1629
CZE,1,99,3,2,1,EURO,1,0,3831
CZE,1,99,99,2,1,EURO,1,0,55486
CZE,1,99,1,3,1,EURO,1,0,333
CZE,1,99,3,3,1,EURO,1,0,5808
CZE,1,99,99,3,1,EURO,1,0,6274
CZE,2,1,1,1,1,EURO,1,0,8971
CZE,2,1,2,1,1,EURO,1,0,3797
CZE,2,1,3,1,1,EURO,1,0,181360
CZE,2,1,99,1,1,EURO,1,0,11341
CZE,2,1,1,2,1,EURO,1,0,74315
CZE,2,1,2,2,1,EURO,1,0,16864
CZE,2,1,3,2,1,EURO,1,0,93587
CZE,2,1,99,2,1,EURO,1,0,16317
CZE,2,1,1,3,1,EURO,1,0,4185
CZE,2,1,3,3,1,EURO,1,0,283001
CZE,2,1,99,3,1,EURO,1,0,2423
CZE,2,2,1,1,1,EURO,1,0,81266
CZE,2,2,2,1,1,EURO,1,0,7852
CZE,2,2,3,1,1,EURO,1,0,123075
CZE,2,2,99,1,1,EURO,1,0,4270
CZE,2,2,1,2,1,EURO,1,0,1360353
CZE,2,2,2,2,1,EURO,1,0,56601
CZE,2,2,3,2,1,EURO,1,0,446142
CZE,2,2,99,2,1,EURO,1,0,30110
CZE,2,2,1,3,1,EURO,1,0,32871
CZE,2,2,3,3,1,EURO,1,0,683008
CZE,2,2,99,3,1,EURO,1,0,5133
CZE,2,3,1,1,1,EURO,1,0,14380
CZE,2,3,2,1,1,EURO,1,0,2062
CZE,2,3,3,1,1,EURO,1,0,22453
CZE,2,3,99,1,1,EURO,1,0,197
CZE,2,3,1,2,1,EURO,1,0,488433
CZE,2,3,2,2,1,EURO,1,0,11319
CZE,2,3,3,2,1,EURO,1,0,130037
CZE,2,3,99,2,1,EURO,1,0,1780
CZE,2,3,1,3,1,EURO,1,0,13906
CZE,2,3,3,3,1,EURO,1,0,71828
CZE,2,3,99,3,1,EURO,1,0,271
CZE,2,99,1,1,1,EURO,1,0,1512
CZE,2,99,2,1,1,EURO,1,0,337
CZE,2,99,3,1,1,EURO,1,0,12259
CZE,2,99,99,1,1,EURO,1,0,16915
CZE,2,99,1,2,1,EURO,1,0,7368
CZE,2,99,2,2,1,EURO,1,0,1533
CZE,2,99,3,2,1,EURO,1,0,5755
CZE,2,99,99,2,1,EURO,1,0,47749
CZE,2,99,1,3,1,EURO,1,0,392
CZE,2,99,3,3,1,EURO,1,0,19435
CZE,2,99,99,3,1,EURO,1,0,2726
CZE,1,1,1,1,1,EURO,1,1,243
CZE,1,1,2,1,1,EURO,1,1,150
CZE,1,1,3,1,1,EURO,1,1,449
CZE,1,1,99,1,1,EURO,1,1,103
CZE,1,1,1,2,1,EURO,1,1,2176
CZE,1,1,2,2,1,EURO,1,1,791
CZE,1,1,3,2,1,EURO,1,1,1583
CZE,1,1,99,2,1,EURO,1,1,1498
CZE,1,1,1,3,1,EURO,1,1,47
CZE,1,1,3,3,1,EURO,1,1,1016
CZE,1,1,99,3,1,EURO,1,1,52
CZE,1,2,1,1,1,EURO,1,1,695
CZE,1,2,2,1,1,EURO,1,1,145
CZE,1,2,3,1,1,EURO,1,1,601
CZE,1,2,99,1,1,EURO,1,1,48
CZE,1,2,1,2,1,EURO,1,1,24381
CZE,1,2,2,2,1,EURO,1,1,1343
CZE,1,2,3,2,1,EURO,1,1,2557
CZE,1,2,99,2,1,EURO,1,1,1654
CZE,1,2,1,3,1,EURO,1,1,233
CZE,1,2,3,3,1,EURO,1,1,2487
CZE,1,2,99,3,1,EURO,1,1,62
CZE,1,3,1,1,1,EURO,1,1,344
CZE,1,3,2,1,1,EURO,1,1,6
CZE,1,3,3,1,1,EURO,1,1,161
CZE,1,3,99,1,1,EURO,1,1,5
CZE,1,3,1,2,1,EURO,1,1,15233
CZE,1,3,2,2,1,EURO,1,1,311
CZE,1,3,3,2,1,EURO,1,1,599
CZE,1,3,99,2,1,EURO,1,1,117
CZE,1,3,1,3,1,EURO,1,1,256
CZE,1,3,3,3,1,EURO,1,1,584
CZE,1,3,99,3,1,EURO,1,1,6
CZE,1,99,1,1,1,EURO,1,1,17
CZE,1,99,2,1,1,EURO,1,1,3
CZE,1,99,3,1,1,EURO,1,1,53
CZE,1,99,99,1,1,EURO,1,1,1199
CZE,1,99,1,2,1,EURO,1,1,382
CZE,1,99,2,2,1,EURO,1,1,119
CZE,1,99,3,2,1,EURO,1,1,221
CZE,1,99,99,2,1,EURO,1,1,28460
CZE,1,99,1,3,1,EURO,1,1,3
CZE,1,99,3,3,1,EURO,1,1,112
CZE,1,99,99,3,1,EURO,1,1,1256
CZE,2,1,1,1,1,EURO,1,1,181
CZE,2,1,2,1,1,EURO,1,1,163
CZE,2,1,3,1,1,EURO,1,1,340
CZE,2,1,99,1,1,EURO,1,1,162
CZE,2,1,1,2,1,EURO,1,1,1767
CZE,2,1,2,2,1,EURO,1,1,528
CZE,2,1,3,2,1,EURO,1,1,1817
CZE,2,1,99,2,1,EURO,1,1,1034
CZE,2,1,1,3,1,EURO,1,1,27
CZE,2,1,3,3,1,EURO,1,1,1661
CZE,2,1,99,3,1,EURO,1,1,15
CZE,2,2,1,1,1,EURO,1,1,479
CZE,2,2,2,1,1,EURO,1,1,133
CZE,2,2,3,1,1,EURO,1,1,722
CZE,2,2,99,1,1,EURO,1,1,44
CZE,2,2,1,2,1,EURO,1,1,14986
CZE,2,2,2,2,1,EURO,1,1,1123
CZE,2,2,3,2,1,EURO,1,1,6326
CZE,2,2,99,2,1,EURO,1,1,871
CZE,2,2,1,3,1,EURO,1,1,81
CZE,2,2,3,3,1,EURO,1,1,1842
CZE,2,2,99,3,1,EURO,1,1,21
CZE,2,3,1,1,1,EURO,1,1,305
CZE,2,3,2,1,1,EURO,1,1,15
CZE,2,3,3,1,1,EURO,1,1,397
CZE,2,3,99,1,1,EURO,1,1,5
CZE,2,3,1,2,1,EURO,1,1,10945
CZE,2,3,2,2,1,EURO,1,1,253
CZE,2,3,3,2,1,EURO,1,1,2085
CZE,2,3,99,2,1,EURO,1,1,62
CZE,2,3,1,3,1,EURO,1,1,66
CZE,2,3,3,3,1,EURO,1,1,326
CZE,2,99,1,1,1,EURO,1,1,19
CZE,2,99,2,1,1,EURO,1,1,2
CZE,2,99,3,1,1,EURO,1,1,48
CZE,2,99,99,1,1,EURO,1,1,980
CZE,2,99,1,2,1,EURO,1,1,231
CZE,2,99,2,2,1,EURO,1,1,98
CZE,2,99,3,2,1,EURO,1,1,337
CZE,2,99,99,2,1,EURO,1,1,9214
CZE,2,99,1,3,1,EURO,1,1,2
CZE,2,99,3,3,1,EURO,1,1,264
CZE,2,99,99,3,1,EURO,1,1,102
CZE,1,1,1,1,1,NOAM,1,1,2
CZE,1,1,3,1,1,NOAM,1,1,23
CZE,1,1,99,1,1,NOAM,1,1,1
CZE,1,1,1,2,1,NOAM,1,1,6
CZE,1,1,2,2,1,NOAM,1,1,2
CZE,1,1,3,2,1,NOAM,1,1,4
CZE,1,1,3,3,1,NOAM,1,1,6
CZE,1,1,99,3,1,NOAM,1,1,2
CZE,1,2,1,1,1,NOAM,1,1,8
CZE,1,2,2,1,1,NOAM,1,1,3
CZE,1,2,3,1,1,NOAM,1,1,21
CZE,1,2,99,1,1,NOAM,1,1,1
CZE,1,2,1,2,1,NOAM,1,1,186
CZE,1,2,2,2,1,NOAM,1,1,14
CZE,1,2,3,2,1,NOAM,1,1,34
CZE,1,2,99,2,1,NOAM,1,1,8
CZE,1,2,1,3,1,NOAM,1,1,1
CZE,1,2,3,3,1,NOAM,1,1,14
CZE,1,2,99,3,1,NOAM,1,1,1
CZE,1,3,1,1,1,NOAM,1,1,6
CZE,1,3,3,1,1,NOAM,1,1,3
CZE,1,3,1,2,1,NOAM,1,1,701
CZE,1,3,2,2,1,NOAM,1,1,49
CZE,1,3,3,2,1,NOAM,1,1,769
CZE,1,3,99,2,1,NOAM,1,1,10
CZE,1,3,1,3,1,NOAM,1,1,52
CZE,1,3,3,3,1,NOAM,1,1,112
CZE,1,3,99,3,1,NOAM,1,1,3
CZE,1,99,3,1,1,NOAM,1,1,3
CZE,1,99,99,1,1,NOAM,1,1,265
CZE,1,99,1,2,1,NOAM,1,1,10
CZE,1,99,2,2,1,NOAM,1,1,1
CZE,1,99,3,2,1,NOAM,1,1,2
CZE,1,99,99,2,1,NOAM,1,1,1245
CZE,1,99,3,3,1,NOAM,1,1,1
CZE,1,99,99,3,1,NOAM,1,1,48
CZE,2,1,3,1,1,NOAM,1,1,49
CZE,2,1,99,1,1,NOAM,1,1,1
CZE,2,1,1,2,1,NOAM,1,1,5
CZE,2,1,2,2,1,NOAM,1,1,5
CZE,2,1,3,2,1,NOAM,1,1,7
CZE,2,1,3,3,1,NOAM,1,1,17
CZE,2,2,1,1,1,NOAM,1,1,7
CZE,2,2,3,1,1,NOAM,1,1,20
CZE,2,2,1,2,1,NOAM,1,1,74
CZE,2,2,2,2,1,NOAM,1,1,5
CZE,2,2,3,2,1,NOAM,1,1,29
CZE,2,2,99,2,1,NOAM,1,1,7
CZE,2,2,3,3,1,NOAM,1,1,18
CZE,2,3,1,1,1,NOAM,1,1,9
CZE,2,3,2,1,1,NOAM,1,1,1
CZE,2,3,3,1,1,NOAM,1,1,8
CZE,2,3,1,2,1,NOAM,1,1,436
CZE,2,3,2,2,1,NOAM,1,1,12
CZE,2,3,3,2,1,NOAM,1,1,142
CZE,2,3,99,2,1,NOAM,1,1,4
CZE,2,3,1,3,1,NOAM,1,1,23
CZE,2,3,3,3,1,NOAM,1,1,51
CZE,2,99,3,1,1,NOAM,1,1,2
CZE,2,99,99,1,1,NOAM,1,1,301
CZE,2,99,1,2,1,NOAM,1,1,5
CZE,2,99,3,2,1,NOAM,1,1,3
CZE,2,99,99,2,1,NOAM,1,1,936
CZE,2,99,3,3,1,NOAM,1,1,4
CZE,2,99,99,3,1,NOAM,1,1,6
CZE,1,3,1,2,1,OCEA,0,1,1
CZE,1,99,99,2,1,OCEA,0,1,12
CZE,2,3,3,3,1,OCEA,0,1,1
CZE,2,99,99,1,1,OCEA,0,1,2
CZE,2,99,99,2,1,OCEA,0,1,3
CZE,1,1,1,1,1,OCEA,1,1,1
CZE,1,1,3,1,1,OCEA,1,1,4
CZE,1,1,1,2,1,OCEA,1,1,1
CZE,1,1,2,2,1,OCEA,1,1,1
CZE,1,1,3,2,1,OCEA,1,1,1
CZE,1,2,1,1,1,OCEA,1,1,3
CZE,1,2,2,1,1,OCEA,1,1,1
CZE,1,2,3,1,1,OCEA,1,1,6
CZE,1,2,1,2,1,OCEA,1,1,69
CZE,1,2,2,2,1,OCEA,1,1,8
CZE,1,2,3,2,1,OCEA,1,1,15
CZE,1,2,99,2,1,OCEA,1,1,2
CZE,1,2,1,3,1,OCEA,1,1,3
CZE,1,3,1,1,1,OCEA,1,1,2
CZE,1,3,3,1,1,OCEA,1,1,3
CZE,1,3,1,2,1,OCEA,1,1,159
CZE,1,3,2,2,1,OCEA,1,1,2
CZE,1,3,3,2,1,OCEA,1,1,7
CZE,1,3,1,3,1,OCEA,1,1,3
CZE,1,3,3,3,1,OCEA,1,1,16
CZE,1,99,99,1,1,OCEA,1,1,9
CZE,1,99,1,2,1,OCEA,1,1,2
CZE,1,99,99,2,1,OCEA,1,1,184
CZE,2,1,3,1,1,OCEA,1,1,5
CZE,2,1,1,2,1,OCEA,1,1,1
CZE,2,1,99,2,1,OCEA,1,1,1
CZE,2,1,3,3,1,OCEA,1,1,2
CZE,2,2,1,1,1,OCEA,1,1,1
CZE,2,2,2,1,1,OCEA,1,1,1
CZE,2,2,3,1,1,OCEA,1,1,2
CZE,2,2,1,2,1,OCEA,1,1,28
CZE,2,2,2,2,1,OCEA,1,1,4
CZE,2,2,3,2,1,OCEA,1,1,8
CZE,2,2,99,2,1,OCEA,1,1,3
CZE,2,2,3,3,1,OCEA,1,1,6
CZE,2,3,1,1,1,OCEA,1,1,1
CZE,2,3,3,1,1,OCEA,1,1,1
CZE,2,3,1,2,1,OCEA,1,1,43
CZE,2,3,2,2,1,OCEA,1,1,1
CZE,2,3,3,2,1,OCEA,1,1,8
CZE,2,3,1,3,1,OCEA,1,1,2
CZE,2,3,3,3,1,OCEA,1,1,6
CZE,2,99,99,1,1,OCEA,1,1,10
CZE,2,99,3,2,1,OCEA,1,1,1
CZE,2,99,99,2,1,OCEA,1,1,97
CZE,2,99,99,3,1,OCEA,1,1,2
CZE,1,1,1,1,1,SCAC,0,1,1
