coub,sex,edu_lfs,dos_lfs,oecd,regionb,oecdb,fborn,number
DOM,1,1,2,1,SCAC,0,1,38355
DOM,1,2,2,1,SCAC,0,1,46504
DOM,1,3,2,1,SCAC,0,1,12510
DOM,1,99,2,1,SCAC,0,1,287
DOM,1,1,3,1,SCAC,0,1,128829
DOM,1,2,3,1,SCAC,0,1,166896
DOM,1,3,3,1,SCAC,0,1,64718
DOM,1,99,3,1,SCAC,0,1,175
DOM,1,1,23,1,SCAC,0,1,272
DOM,1,2,23,1,SCAC,0,1,226
DOM,1,3,23,1,SCAC,0,1,306
DOM,1,1,99,1,SCAC,0,1,628
DOM,1,2,99,1,SCAC,0,1,206
DOM,1,3,99,1,SCAC,0,1,349
DOM,1,99,99,1,SCAC,0,1,60
DOM,2,1,1,1,SCAC,0,1,49514
DOM,2,2,1,1,SCAC,0,1,53343
DOM,2,3,1,1,SCAC,0,1,22821
DOM,2,99,1,1,SCAC,0,1,436
DOM,2,1,2,1,SCAC,0,1,36091
DOM,2,2,2,1,SCAC,0,1,47975
DOM,2,3,2,1,SCAC,0,1,18148
DOM,2,99,2,1,SCAC,0,1,383
DOM,2,1,3,1,SCAC,0,1,188667
DOM,2,2,3,1,SCAC,0,1,207045
DOM,2,3,3,1,SCAC,0,1,96740
DOM,2,99,3,1,SCAC,0,1,858
DOM,2,1,23,1,SCAC,0,1,130
DOM,2,2,23,1,SCAC,0,1,312
DOM,2,3,23,1,SCAC,0,1,220
DOM,2,1,99,1,SCAC,0,1,1095
DOM,2,2,99,1,SCAC,0,1,409
DOM,2,3,99,1,SCAC,0,1,334
DOM,2,99,99,1,SCAC,0,1,181
DZA,1,1,1,1,AFRI,0,1,16723
DZA,1,2,1,1,AFRI,0,1,18260
DZA,1,3,1,1,AFRI,0,1,20605
DZA,1,99,1,1,AFRI,0,1,2211
DZA,1,1,2,1,AFRI,0,1,20560
DZA,1,2,2,1,AFRI,0,1,17158
DZA,1,3,2,1,AFRI,0,1,20139
DZA,1,99,2,1,AFRI,0,1,1080
DZA,1,1,3,1,AFRI,0,1,213466
DZA,1,2,3,1,AFRI,0,1,179926
DZA,1,3,3,1,AFRI,0,1,121242
DZA,1,99,3,1,AFRI,0,1,1503
DZA,1,1,99,1,AFRI,0,1,70019
DZA,1,2,99,1,AFRI,0,1,48548
DZA,1,3,99,1,AFRI,0,1,32526
DZA,1,99,99,1,AFRI,0,1,1361
DZA,2,1,1,1,AFRI,0,1,21126
DZA,2,2,1,1,AFRI,0,1,14583
DZA,2,3,1,1,AFRI,0,1,25677
DZA,2,99,1,1,AFRI,0,1,1135
DZA,2,1,2,1,AFRI,0,1,25284
DZA,2,2,2,1,AFRI,0,1,16918
DZA,2,3,2,1,AFRI,0,1,21359
DZA,2,99,2,1,AFRI,0,1,655
DZA,2,1,3,1,AFRI,0,1,236731
DZA,2,2,3,1,AFRI,0,1,152967
DZA,2,3,3,1,AFRI,0,1,111638
DZA,2,99,3,1,AFRI,0,1,667
DZA,2,1,99,1,AFRI,0,1,76547
DZA,2,2,99,1,AFRI,0,1,45773
DZA,2,3,99,1,AFRI,0,1,30492
DZA,2,99,99,1,AFRI,0,1,1263
ECU,1,1,1,1,SCAC,0,1,16642
ECU,1,2,1,1,SCAC,0,1,14777
ECU,1,3,1,1,SCAC,0,1,10656
ECU,1,99,1,1,SCAC,0,1,1223
ECU,1,1,2,1,SCAC,0,1,35411
ECU,1,2,2,1,SCAC,0,1,24514
ECU,1,3,2,1,SCAC,0,1,8079
ECU,1,99,2,1,SCAC,0,1,1417
ECU,1,1,3,1,SCAC,0,1,137713
ECU,1,2,3,1,SCAC,0,1,161514
ECU,1,3,3,1,SCAC,0,1,53795
ECU,1,99,3,1,SCAC,0,1,2046
ECU,1,1,23,1,SCAC,0,1,298
ECU,1,2,23,1,SCAC,0,1,84
ECU,1,3,23,1,SCAC,0,1,472
ECU,1,1,99,1,SCAC,0,1,1066
ECU,1,2,99,1,SCAC,0,1,755
ECU,1,3,99,1,SCAC,0,1,342
ECU,1,99,99,1,SCAC,0,1,180
ECU,2,1,1,1,SCAC,0,1,16920
ECU,2,2,1,1,SCAC,0,1,19178
ECU,2,3,1,1,SCAC,0,1,10242
ECU,2,99,1,1,SCAC,0,1,2300
ECU,2,1,2,1,SCAC,0,1,30990
ECU,2,2,2,1,SCAC,0,1,21560
ECU,2,3,2,1,SCAC,0,1,13305
ECU,2,99,2,1,SCAC,0,1,1417
ECU,2,1,3,1,SCAC,0,1,160511
ECU,2,2,3,1,SCAC,0,1,186744
ECU,2,3,3,1,SCAC,0,1,69645
ECU,2,99,3,1,SCAC,0,1,2216
ECU,2,1,23,1,SCAC,0,1,312
ECU,2,2,23,1,SCAC,0,1,264
ECU,2,3,23,1,SCAC,0,1,586
ECU,2,1,99,1,SCAC,0,1,1536
ECU,2,2,99,1,SCAC,0,1,1037
ECU,2,3,99,1,SCAC,0,1,590
ECU,2,99,99,1,SCAC,0,1,279
EGY,1,1,1,1,AFRI,0,1,7271
EGY,1,2,1,1,AFRI,0,1,11261
EGY,1,3,1,1,AFRI,0,1,26792
EGY,1,99,1,1,AFRI,0,1,1312
EGY,1,1,2,1,AFRI,0,1,8500
EGY,1,2,2,1,AFRI,0,1,16598
EGY,1,3,2,1,AFRI,0,1,17677
EGY,1,99,2,1,AFRI,0,1,420
EGY,1,1,3,1,AFRI,0,1,32360
EGY,1,2,3,1,AFRI,0,1,60585
EGY,1,3,3,1,AFRI,0,1,104296
EGY,1,99,3,1,AFRI,0,1,2214
EGY,1,1,99,1,AFRI,0,1,2212
EGY,1,2,99,1,AFRI,0,1,2719
EGY,1,3,99,1,AFRI,0,1,2449
EGY,1,99,99,1,AFRI,0,1,613
EGY,2,1,1,1,AFRI,0,1,4694
EGY,2,2,1,1,AFRI,0,1,8540
EGY,2,3,1,1,AFRI,0,1,23809
EGY,2,99,1,1,AFRI,0,1,611
EGY,2,1,2,1,AFRI,0,1,5370
EGY,2,2,2,1,AFRI,0,1,10141
EGY,2,3,2,1,AFRI,0,1,17684
EGY,2,99,2,1,AFRI,0,1,209
EGY,2,1,3,1,AFRI,0,1,24041
EGY,2,2,3,1,AFRI,0,1,47022
EGY,2,3,3,1,AFRI,0,1,69164
EGY,2,99,3,1,AFRI,0,1,1643
EGY,2,1,99,1,AFRI,0,1,1580
EGY,2,2,99,1,AFRI,0,1,1185
EGY,2,3,99,1,AFRI,0,1,1994
EGY,2,99,99,1,AFRI,0,1,431
ERI,1,1,1,1,AFRI,0,1,29105
ERI,1,2,1,1,AFRI,0,1,10975
ERI,1,3,1,1,AFRI,0,1,3581
ERI,1,99,1,1,AFRI,0,1,5026
ERI,1,1,2,1,AFRI,0,1,7415
ERI,1,2,2,1,AFRI,0,1,9034
ERI,1,3,2,1,AFRI,0,1,2812
ERI,1,99,2,1,AFRI,0,1,179
ERI,1,1,3,1,AFRI,0,1,10232
ERI,1,2,3,1,AFRI,0,1,11286
ERI,1,3,3,1,AFRI,0,1,9196
ERI,1,99,3,1,AFRI,0,1,248
ERI,1,1,99,1,AFRI,0,1,1103
ERI,1,2,99,1,AFRI,0,1,834
ERI,1,3,99,1,AFRI,0,1,222
ERI,1,99,99,1,AFRI,0,1,198
ERI,2,1,1,1,AFRI,0,1,19353
ERI,2,2,1,1,AFRI,0,1,8670
ERI,2,3,1,1,AFRI,0,1,2515
ERI,2,99,1,1,AFRI,0,1,3007
ERI,2,1,2,1,AFRI,0,1,8513
ERI,2,2,2,1,AFRI,0,1,4747
ERI,2,3,2,1,AFRI,0,1,2155
ERI,2,99,2,1,AFRI,0,1,235
ERI,2,1,3,1,AFRI,0,1,12550
ERI,2,2,3,1,AFRI,0,1,15919
ERI,2,3,3,1,AFRI,0,1,6180
ERI,2,99,3,1,AFRI,0,1,339
ERI,2,1,99,1,AFRI,0,1,315
ERI,2,2,99,1,AFRI,0,1,281
ERI,2,3,99,1,AFRI,0,1,116
ERI,2,99,99,1,AFRI,0,1,154
ESH,1,1,1,1,AFRI,0,1,55
ESH,1,2,1,1,AFRI,0,1,50
ESH,1,3,1,1,AFRI,0,1,21
ESH,1,99,1,1,AFRI,0,1,11
ESH,1,1,2,1,AFRI,0,1,1625
ESH,1,2,2,1,AFRI,0,1,817
ESH,1,3,2,1,AFRI,0,1,184
ESH,1,1,3,1,AFRI,0,1,741
ESH,1,2,3,1,AFRI,0,1,1393
ESH,1,3,3,1,AFRI,0,1,3921
ESH,1,1,99,1,AFRI,0,1,12
ESH,1,2,99,1,AFRI,0,1,19
ESH,1,3,99,1,AFRI,0,1,2
ESH,1,99,99,1,AFRI,0,1,22
ESH,2,1,1,1,AFRI,0,1,454
ESH,2,2,1,1,AFRI,0,1,187
ESH,2,3,1,1,AFRI,0,1,7
ESH,2,99,1,1,AFRI,0,1,3
ESH,2,1,2,1,AFRI,0,1,914
ESH,2,2,2,1,AFRI,0,1,795
ESH,2,3,2,1,AFRI,0,1,180
ESH,2,1,3,1,AFRI,0,1,950
ESH,2,2,3,1,AFRI,0,1,1517
ESH,2,3,3,1,AFRI,0,1,1446
ESH,2,1,99,1,AFRI,0,1,3
ESH,2,3,99,1,AFRI,0,1,3
ESH,2,99,99,1,AFRI,0,1,9
ESP,1,1,0,1,EURO,1,0,8483797
ESP,1,2,0,1,EURO,1,0,3280997
ESP,1,3,0,1,EURO,1,0,4564488
ESP,1,99,0,1,EURO,1,0,221452
ESP,2,1,0,1,EURO,1,0,8845680
ESP,2,2,0,1,EURO,1,0,3157837
ESP,2,3,0,1,EURO,1,0,4986044
ESP,2,99,0,1,EURO,1,0,200204
ESP,1,1,1,1,EURO,1,1,23356
ESP,1,2,1,1,EURO,1,1,27910
ESP,1,3,1,1,EURO,1,1,60496
ESP,1,99,1,1,EURO,1,1,4493
ESP,1,1,2,1,EURO,1,1,5297
ESP,1,2,2,1,EURO,1,1,7063
ESP,1,3,2,1,EURO,1,1,19018
ESP,1,99,2,1,EURO,1,1,916
ESP,1,1,3,1,EURO,1,1,83810
ESP,1,2,3,1,EURO,1,1,78655
ESP,1,3,3,1,EURO,1,1,63566
ESP,1,99,3,1,EURO,1,1,3020
ESP,1,1,23,1,EURO,1,1,1630
ESP,1,2,23,1,EURO,1,1,2414
ESP,1,3,23,1,EURO,1,1,4788
ESP,1,1,99,1,EURO,1,1,10356
ESP,1,2,99,1,EURO,1,1,7664
ESP,1,3,99,1,EURO,1,1,5440
ESP,1,99,99,1,EURO,1,1,2588
ESP,2,1,1,1,EURO,1,1,16726
ESP,2,2,1,1,EURO,1,1,23186
ESP,2,3,1,1,EURO,1,1,70308
ESP,2,99,1,1,EURO,1,1,4752
ESP,2,1,2,1,EURO,1,1,5682
ESP,2,2,2,1,EURO,1,1,6069
ESP,2,3,2,1,EURO,1,1,22926
ESP,2,99,2,1,EURO,1,1,1143
ESP,2,1,3,1,EURO,1,1,115490
ESP,2,2,3,1,EURO,1,1,79816
ESP,2,3,3,1,EURO,1,1,81071
ESP,2,99,3,1,EURO,1,1,3544
ESP,2,1,23,1,EURO,1,1,1498
ESP,2,2,23,1,EURO,1,1,2288
ESP,2,3,23,1,EURO,1,1,3552
ESP,2,99,23,1,EURO,1,1,22
ESP,2,1,99,1,EURO,1,1,18132
ESP,2,2,99,1,EURO,1,1,7369
ESP,2,3,99,1,EURO,1,1,6847
ESP,2,99,99,1,EURO,1,1,995
ETH,1,1,1,1,AFRI,0,1,12540
ETH,1,2,1,1,AFRI,0,1,13789
ETH,1,3,1,1,AFRI,0,1,11421
ETH,1,99,1,1,AFRI,0,1,1627
ETH,1,1,2,1,AFRI,0,1,10416
ETH,1,2,2,1,AFRI,0,1,15225
ETH,1,3,2,1,AFRI,0,1,13014
ETH,1,99,2,1,AFRI,0,1,294
ETH,1,1,3,1,AFRI,0,1,24403
ETH,1,2,3,1,AFRI,0,1,53955
ETH,1,3,3,1,AFRI,0,1,51505
ETH,1,99,3,1,AFRI,0,1,699
ETH,1,1,99,1,AFRI,0,1,2035
ETH,1,2,99,1,AFRI,0,1,940
ETH,1,3,99,1,AFRI,0,1,546
ETH,1,99,99,1,AFRI,0,1,425
ETH,2,1,1,1,AFRI,0,1,14265
ETH,2,2,1,1,AFRI,0,1,14234
ETH,2,3,1,1,AFRI,0,1,9456
ETH,2,99,1,1,AFRI,0,1,1935
ETH,2,1,2,1,AFRI,0,1,15933
ETH,2,2,2,1,AFRI,0,1,16525
ETH,2,3,2,1,AFRI,0,1,9189
ETH,2,99,2,1,AFRI,0,1,475
ETH,2,1,3,1,AFRI,0,1,33012
ETH,2,2,3,1,AFRI,0,1,55351
ETH,2,3,3,1,AFRI,0,1,36352
ETH,2,99,3,1,AFRI,0,1,620
ETH,2,1,99,1,AFRI,0,1,2692
ETH,2,2,99,1,AFRI,0,1,653
ETH,2,3,99,1,AFRI,0,1,646
ETH,2,99,99,1,AFRI,0,1,238
EURO,1,1,1,1,EURO,0,1,30
EURO,1,2,1,1,EURO,0,1,363
EURO,1,3,1,1,EURO,0,1,924
EURO,1,99,1,1,EURO,0,1,37
EURO,1,1,2,1,EURO,0,1,20
EURO,1,2,2,1,EURO,0,1,201
EURO,1,3,2,1,EURO,0,1,342
EURO,1,99,2,1,EURO,0,1,39
EURO,1,1,3,1,EURO,0,1,2765
EURO,1,2,3,1,EURO,0,1,6731
EURO,1,3,3,1,EURO,0,1,4479
EURO,1,99,3,1,EURO,0,1,1517
EURO,1,1,23,1,EURO,0,1,38
EURO,1,2,23,1,EURO,0,1,308
EURO,1,3,23,1,EURO,0,1,1016
EURO,1,99,23,1,EURO,0,1,38
EURO,1,1,99,1,EURO,0,1,103
EURO,1,2,99,1,EURO,0,1,156
EURO,1,3,99,1,EURO,0,1,60
EURO,1,99,99,1,EURO,0,1,436
EURO,2,1,1,1,EURO,0,1,17
EURO,2,2,1,1,EURO,0,1,254
EURO,2,3,1,1,EURO,0,1,747
EURO,2,99,1,1,EURO,0,1,44
EURO,2,1,2,1,EURO,0,1,33
EURO,2,2,2,1,EURO,0,1,170
EURO,2,3,2,1,EURO,0,1,348
EURO,2,99,2,1,EURO,0,1,34
EURO,2,1,3,1,EURO,0,1,4546
EURO,2,2,3,1,EURO,0,1,4010
EURO,2,3,3,1,EURO,0,1,4406
EURO,2,99,3,1,EURO,0,1,1753
EURO,2,1,23,1,EURO,0,1,84
EURO,2,2,23,1,EURO,0,1,360
EURO,2,3,23,1,EURO,0,1,1382
EURO,2,1,99,1,EURO,0,1,158
EURO,2,2,99,1,EURO,0,1,77
EURO,2,3,99,1,EURO,0,1,82
EURO,2,99,99,1,EURO,0,1,293
FIN,1,1,0,1,EURO,1,0,590698
FIN,1,2,0,1,EURO,1,0,938772
FIN,1,3,0,1,EURO,1,0,558833
FIN,2,1,0,1,EURO,1,0,595047
FIN,2,2,0,1,EURO,1,0,852110
FIN,2,3,0,1,EURO,1,0,750848
FIN,1,1,1,1,EURO,1,1,1180
FIN,1,2,1,1,EURO,1,1,1861
FIN,1,3,1,1,EURO,1,1,5285
FIN,1,99,1,1,EURO,1,1,1990
FIN,1,1,2,1,EURO,1,1,805
FIN,1,2,2,1,EURO,1,1,863
FIN,1,3,2,1,EURO,1,1,2338
FIN,1,99,2,1,EURO,1,1,427
FIN,1,1,3,1,EURO,1,1,24653
FIN,1,2,3,1,EURO,1,1,31345
FIN,1,3,3,1,EURO,1,1,18052
FIN,1,99,3,1,EURO,1,1,1046
FIN,1,1,99,1,EURO,1,1,812
FIN,1,2,99,1,EURO,1,1,1313
FIN,1,3,99,1,EURO,1,1,719
FIN,1,99,99,1,EURO,1,1,1076
FIN,2,1,1,1,EURO,1,1,1072
FIN,2,2,1,1,EURO,1,1,4349
FIN,2,3,1,1,EURO,1,1,7732
FIN,2,99,1,1,EURO,1,1,2555
FIN,2,1,2,1,EURO,1,1,547
FIN,2,2,2,1,EURO,1,1,966
FIN,2,3,2,1,EURO,1,1,3330
FIN,2,99,2,1,EURO,1,1,579
FIN,2,1,3,1,EURO,1,1,39544
FIN,2,2,3,1,EURO,1,1,44722
FIN,2,3,3,1,EURO,1,1,42070
FIN,2,99,3,1,EURO,1,1,1099
FIN,2,1,99,1,EURO,1,1,1791
FIN,2,2,99,1,EURO,1,1,1616
FIN,2,3,99,1,EURO,1,1,1296
FIN,2,99,99,1,EURO,1,1,474
FJI,1,1,1,1,OCEA,0,1,1639
FJI,1,2,1,1,OCEA,0,1,4782
FJI,1,3,1,1,OCEA,0,1,2482
FJI,1,99,1,1,OCEA,0,1,440
FJI,1,1,2,1,OCEA,0,1,2386
FJI,1,2,2,1,OCEA,0,1,8211
FJI,1,3,2,1,OCEA,0,1,3551
FJI,1,99,2,1,OCEA,0,1,435
FJI,1,1,3,1,OCEA,0,1,13425
FJI,1,2,3,1,OCEA,0,1,31664
FJI,1,3,3,1,OCEA,0,1,22173
FJI,1,99,3,1,OCEA,0,1,1718
FJI,1,1,99,1,OCEA,0,1,159
FJI,1,2,99,1,OCEA,0,1,327
FJI,1,3,99,1,OCEA,0,1,260
FJI,1,99,99,1,OCEA,0,1,349
FJI,2,1,1,1,OCEA,0,1,1974
FJI,2,2,1,1,OCEA,0,1,4900
FJI,2,3,1,1,OCEA,0,1,2606
FJI,2,99,1,1,OCEA,0,1,599
FJI,2,1,2,1,OCEA,0,1,2715
FJI,2,2,2,1,OCEA,0,1,10210
FJI,2,3,2,1,OCEA,0,1,4853
FJI,2,99,2,1,OCEA,0,1,593
FJI,2,1,3,1,OCEA,0,1,16398
FJI,2,2,3,1,OCEA,0,1,28426
FJI,2,3,3,1,OCEA,0,1,25260
FJI,2,99,3,1,OCEA,0,1,2690
FJI,2,1,99,1,OCEA,0,1,236
FJI,2,2,99,1,OCEA,0,1,336
FJI,2,3,99,1,OCEA,0,1,285
FJI,2,99,99,1,OCEA,0,1,255
FLK,1,1,1,1,SCAC,0,1,14
FLK,1,3,1,1,SCAC,0,1,2
FLK,1,3,2,1,SCAC,0,1,2
FLK,1,1,3,1,SCAC,0,1,4
FLK,1,2,3,1,SCAC,0,1,380
FLK,1,3,3,1,SCAC,0,1,14
FLK,1,99,3,1,SCAC,0,1,4
FLK,1,2,99,1,SCAC,0,1,1
FLK,2,2,1,1,SCAC,0,1,4
FLK,2,3,1,1,SCAC,0,1,38
FLK,2,1,3,1,SCAC,0,1,185
FLK,2,2,3,1,SCAC,0,1,380
FLK,2,3,3,1,SCAC,0,1,355
FLK,2,99,3,1,SCAC,0,1,5
FLK,2,1,99,1,SCAC,0,1,1
FRA,1,1,0,1,EURO,1,0,6110710
FRA,1,2,0,1,EURO,1,0,10262111
FRA,1,3,0,1,EURO,1,0,5875061
FRA,2,1,0,1,EURO,1,0,8002291
FRA,2,2,0,1,EURO,1,0,9444008
FRA,2,3,0,1,EURO,1,0,6945248
FRA,1,1,1,1,EURO,1,1,16831
FRA,1,2,1,1,EURO,1,1,34442
FRA,1,3,1,1,EURO,1,1,103421
FRA,1,99,1,1,EURO,1,1,14599
FRA,1,1,2,1,EURO,1,1,8706
FRA,1,2,2,1,EURO,1,1,16895
FRA,1,3,2,1,EURO,1,1,51504
FRA,1,99,2,1,EURO,1,1,5312
FRA,1,1,3,1,EURO,1,1,96357
FRA,1,2,3,1,EURO,1,1,144292
FRA,1,3,3,1,EURO,1,1,185772
FRA,1,99,3,1,EURO,1,1,14954
FRA,1,1,23,1,EURO,1,1,30
FRA,1,2,23,1,EURO,1,1,504
FRA,1,3,23,1,EURO,1,1,2462
FRA,1,99,23,1,EURO,1,1,2
FRA,1,1,99,1,EURO,1,1,3642
FRA,1,2,99,1,EURO,1,1,4570
FRA,1,3,99,1,EURO,1,1,13188
FRA,1,99,99,1,EURO,1,1,1442
FRA,2,1,1,1,EURO,1,1,15813
FRA,2,2,1,1,EURO,1,1,34544
FRA,2,3,1,1,EURO,1,1,94541
FRA,2,99,1,1,EURO,1,1,13136
FRA,2,1,2,1,EURO,1,1,9932
FRA,2,2,2,1,EURO,1,1,18640
FRA,2,3,2,1,EURO,1,1,50651
FRA,2,99,2,1,EURO,1,1,4694
FRA,2,1,3,1,EURO,1,1,132484
FRA,2,2,3,1,EURO,1,1,174038
FRA,2,3,3,1,EURO,1,1,229530
FRA,2,99,3,1,EURO,1,1,20948
FRA,2,1,23,1,EURO,1,1,96
FRA,2,2,23,1,EURO,1,1,650
FRA,2,3,23,1,EURO,1,1,1484
FRA,2,1,99,1,EURO,1,1,3858
FRA,2,2,99,1,EURO,1,1,4427
FRA,2,3,99,1,EURO,1,1,14891
FRA,2,99,99,1,EURO,1,1,1046
FSM,1,1,1,1,OCEA,0,1,1902
FSM,1,2,1,1,OCEA,0,1,1000
FSM,1,3,1,1,OCEA,0,1,113
FSM,1,1,2,1,OCEA,0,1,791
FSM,1,2,2,1,OCEA,0,1,2631
FSM,1,3,2,1,OCEA,0,1,313
FSM,1,1,3,1,OCEA,0,1,1982
FSM,1,2,3,1,OCEA,0,1,4819
FSM,1,3,3,1,OCEA,0,1,1316
FSM,2,1,1,1,OCEA,0,1,1627
FSM,2,2,1,1,OCEA,0,1,1634
FSM,2,3,1,1,OCEA,0,1,864
FSM,2,1,2,1,OCEA,0,1,2319
FSM,2,2,2,1,OCEA,0,1,1796
FSM,2,3,2,1,OCEA,0,1,184
FSM,2,1,3,1,OCEA,0,1,1759
FSM,2,2,3,1,OCEA,0,1,6375
FSM,2,3,3,1,OCEA,0,1,1531
FSM,2,3,99,1,OCEA,0,1,10
FSM,2,99,99,1,OCEA,0,1,2
FYUG,1,1,1,1,EURO,0,1,856
FYUG,1,2,1,1,EURO,0,1,420
FYUG,1,3,1,1,EURO,0,1,506
FYUG,1,99,1,1,EURO,0,1,283
FYUG,1,1,2,1,EURO,0,1,2178
FYUG,1,2,2,1,EURO,0,1,1120
FYUG,1,3,2,1,EURO,0,1,1002
FYUG,1,99,2,1,EURO,0,1,108
FYUG,1,1,3,1,EURO,0,1,24515
FYUG,1,2,3,1,EURO,0,1,47862
FYUG,1,3,3,1,EURO,0,1,21248
FYUG,1,99,3,1,EURO,0,1,1364
FYUG,1,1,99,1,EURO,0,1,205
FYUG,1,2,99,1,EURO,0,1,258
FYUG,1,3,99,1,EURO,0,1,87
FYUG,1,99,99,1,EURO,0,1,4196
FYUG,2,1,1,1,EURO,0,1,1318
FYUG,2,2,1,1,EURO,0,1,655
FYUG,2,3,1,1,EURO,0,1,489
FYUG,2,99,1,1,EURO,0,1,225
FYUG,2,1,2,1,EURO,0,1,1566
FYUG,2,2,2,1,EURO,0,1,1106
FYUG,2,3,2,1,EURO,0,1,1028
FYUG,2,99,2,1,EURO,0,1,142
FYUG,2,1,3,1,EURO,0,1,42425
FYUG,2,2,3,1,EURO,0,1,42645
FYUG,2,3,3,1,EURO,0,1,17855
FYUG,2,99,3,1,EURO,0,1,2176
FYUG,2,1,99,1,EURO,0,1,214
FYUG,2,2,99,1,EURO,0,1,216
FYUG,2,3,99,1,EURO,0,1,95
FYUG,2,99,99,1,EURO,0,1,4820
FYUG-BIH,1,1,1,1,EURO,0,1,14509
FYUG-BIH,1,2,1,1,EURO,0,1,29412
FYUG-BIH,1,3,1,1,EURO,0,1,4827
FYUG-BIH,1,99,1,1,EURO,0,1,1131
FYUG-BIH,1,1,2,1,EURO,0,1,7477
FYUG-BIH,1,2,2,1,EURO,0,1,13353
FYUG-BIH,1,3,2,1,EURO,0,1,2853
FYUG-BIH,1,99,2,1,EURO,0,1,169
FYUG-BIH,1,1,3,1,EURO,0,1,86223
FYUG-BIH,1,2,3,1,EURO,0,1,181853
FYUG-BIH,1,3,3,1,EURO,0,1,66439
FYUG-BIH,1,99,3,1,EURO,0,1,3911
FYUG-BIH,1,1,99,1,EURO,0,1,890
FYUG-BIH,1,2,99,1,EURO,0,1,736
FYUG-BIH,1,3,99,1,EURO,0,1,367
FYUG-BIH,1,99,99,1,EURO,0,1,1330
FYUG-BIH,2,1,1,1,EURO,0,1,15023
FYUG-BIH,2,2,1,1,EURO,0,1,16690
FYUG-BIH,2,3,1,1,EURO,0,1,8835
FYUG-BIH,2,99,1,1,EURO,0,1,974
FYUG-BIH,2,1,2,1,EURO,0,1,8241
FYUG-BIH,2,2,2,1,EURO,0,1,13603
FYUG-BIH,2,3,2,1,EURO,0,1,5082
FYUG-BIH,2,99,2,1,EURO,0,1,195
FYUG-BIH,2,1,3,1,EURO,0,1,125413
FYUG-BIH,2,2,3,1,EURO,0,1,142305
FYUG-BIH,2,3,3,1,EURO,0,1,65579
FYUG-BIH,2,99,3,1,EURO,0,1,5711
FYUG-BIH,2,1,99,1,EURO,0,1,690
FYUG-BIH,2,2,99,1,EURO,0,1,1206
FYUG-BIH,2,3,99,1,EURO,0,1,451
FYUG-BIH,2,99,99,1,EURO,0,1,335
FYUG-HRV,1,1,1,1,EURO,0,1,15470
FYUG-HRV,1,2,1,1,EURO,0,1,29321
FYUG-HRV,1,3,1,1,EURO,0,1,12258
FYUG-HRV,1,99,1,1,EURO,0,1,1345
FYUG-HRV,1,1,2,1,EURO,0,1,2024
FYUG-HRV,1,2,2,1,EURO,0,1,5945
FYUG-HRV,1,3,2,1,EURO,0,1,3817
FYUG-HRV,1,99,2,1,EURO,0,1,46
FYUG-HRV,1,1,3,1,EURO,0,1,61223
FYUG-HRV,1,2,3,1,EURO,0,1,112954
FYUG-HRV,1,3,3,1,EURO,0,1,40646
FYUG-HRV,1,99,3,1,EURO,0,1,2763
FYUG-HRV,1,1,99,1,EURO,0,1,871
FYUG-HRV,1,2,99,1,EURO,0,1,1412
FYUG-HRV,1,3,99,1,EURO,0,1,726
FYUG-HRV,1,99,99,1,EURO,0,1,1281
FYUG-HRV,2,1,1,1,EURO,0,1,13245
FYUG-HRV,2,2,1,1,EURO,0,1,23249
FYUG-HRV,2,3,1,1,EURO,0,1,9999
FYUG-HRV,2,99,1,1,EURO,0,1,1186
FYUG-HRV,2,1,2,1,EURO,0,1,2208
FYUG-HRV,2,2,2,1,EURO,0,1,4991
FYUG-HRV,2,3,2,1,EURO,0,1,2708
FYUG-HRV,2,99,2,1,EURO,0,1,45
FYUG-HRV,2,1,3,1,EURO,0,1,98624
FYUG-HRV,2,2,3,1,EURO,0,1,99042
FYUG-HRV,2,3,3,1,EURO,0,1,48130
FYUG-HRV,2,99,3,1,EURO,0,1,3055
FYUG-HRV,2,1,99,1,EURO,0,1,932
FYUG-HRV,2,2,99,1,EURO,0,1,1178
FYUG-HRV,2,3,99,1,EURO,0,1,903
FYUG-HRV,2,99,99,1,EURO,0,1,843
FYUG-MKD,1,1,1,1,EURO,0,1,16626
FYUG-MKD,1,2,1,1,EURO,0,1,14341
FYUG-MKD,1,3,1,1,EURO,0,1,5602
FYUG-MKD,1,99,1,1,EURO,0,1,1293
FYUG-MKD,1,1,2,1,EURO,0,1,10897
FYUG-MKD,1,2,2,1,EURO,0,1,8083
FYUG-MKD,1,3,2,1,EURO,0,1,2958
FYUG-MKD,1,99,2,1,EURO,0,1,171
FYUG-MKD,1,1,3,1,EURO,0,1,72512
FYUG-MKD,1,2,3,1,EURO,0,1,52735
FYUG-MKD,1,3,3,1,EURO,0,1,18912
FYUG-MKD,1,99,3,1,EURO,0,1,1975
FYUG-MKD,1,1,99,1,EURO,0,1,812
FYUG-MKD,1,2,99,1,EURO,0,1,398
FYUG-MKD,1,3,99,1,EURO,0,1,209
FYUG-MKD,1,99,99,1,EURO,0,1,1501
FYUG-MKD,2,1,1,1,EURO,0,1,17365
FYUG-MKD,2,2,1,1,EURO,0,1,10735
FYUG-MKD,2,3,1,1,EURO,0,1,4827
FYUG-MKD,2,99,1,1,EURO,0,1,606
FYUG-MKD,2,1,2,1,EURO,0,1,14103
FYUG-MKD,2,2,2,1,EURO,0,1,6678
