coub,sex,edu_lfs,dos_lfs,oecd,regionb,oecdb,fborn,number
LAO,2,3,3,1,ASIA,0,1,25644
LAO,2,99,3,1,ASIA,0,1,326
LAO,2,1,99,1,ASIA,0,1,1759
LAO,2,2,99,1,ASIA,0,1,959
LAO,2,3,99,1,ASIA,0,1,576
LAO,2,99,99,1,ASIA,0,1,132
LBN,1,1,1,1,ASIA,0,1,7896
LBN,1,2,1,1,ASIA,0,1,8016
LBN,1,3,1,1,ASIA,0,1,12951
LBN,1,99,1,1,ASIA,0,1,1120
LBN,1,1,2,1,ASIA,0,1,6500
LBN,1,2,2,1,ASIA,0,1,4961
LBN,1,3,2,1,ASIA,0,1,8773
LBN,1,99,2,1,ASIA,0,1,569
LBN,1,1,3,1,ASIA,0,1,58472
LBN,1,2,3,1,ASIA,0,1,69107
LBN,1,3,3,1,ASIA,0,1,77646
LBN,1,99,3,1,ASIA,0,1,3664
LBN,1,1,23,1,ASIA,0,1,108
LBN,1,2,23,1,ASIA,0,1,42
LBN,1,3,23,1,ASIA,0,1,40
LBN,1,1,99,1,ASIA,0,1,1579
LBN,1,2,99,1,ASIA,0,1,1785
LBN,1,3,99,1,ASIA,0,1,2379
LBN,1,99,99,1,ASIA,0,1,1177
LBN,2,1,1,1,ASIA,0,1,6717
LBN,2,2,1,1,ASIA,0,1,6771
LBN,2,3,1,1,ASIA,0,1,10761
LBN,2,99,1,1,ASIA,0,1,827
LBN,2,1,2,1,ASIA,0,1,5024
LBN,2,2,2,1,ASIA,0,1,6021
LBN,2,3,2,1,ASIA,0,1,10359
LBN,2,99,2,1,ASIA,0,1,576
LBN,2,1,3,1,ASIA,0,1,56633
LBN,2,2,3,1,ASIA,0,1,53999
LBN,2,3,3,1,ASIA,0,1,61467
LBN,2,99,3,1,ASIA,0,1,3270
LBN,2,1,23,1,ASIA,0,1,44
LBN,2,2,23,1,ASIA,0,1,68
LBN,2,3,23,1,ASIA,0,1,64
LBN,2,1,99,1,ASIA,0,1,1844
LBN,2,2,99,1,ASIA,0,1,1606
LBN,2,3,99,1,ASIA,0,1,2421
LBN,2,99,99,1,ASIA,0,1,743
LBR,1,1,1,1,AFRI,0,1,1350
LBR,1,2,1,1,AFRI,0,1,3994
LBR,1,3,1,1,AFRI,0,1,2857
LBR,1,99,1,1,AFRI,0,1,137
LBR,1,1,2,1,AFRI,0,1,660
LBR,1,2,2,1,AFRI,0,1,1406
LBR,1,3,2,1,AFRI,0,1,2256
LBR,1,99,2,1,AFRI,0,1,137
LBR,1,1,3,1,AFRI,0,1,5612
LBR,1,2,3,1,AFRI,0,1,14618
LBR,1,3,3,1,AFRI,0,1,15149
LBR,1,99,3,1,AFRI,0,1,253
LBR,1,1,99,1,AFRI,0,1,59
LBR,1,2,99,1,AFRI,0,1,124
LBR,1,3,99,1,AFRI,0,1,91
LBR,1,99,99,1,AFRI,0,1,264
LBR,2,1,1,1,AFRI,0,1,2540
LBR,2,2,1,1,AFRI,0,1,4570
LBR,2,3,1,1,AFRI,0,1,1319
LBR,2,99,1,1,AFRI,0,1,98
LBR,2,1,2,1,AFRI,0,1,1389
LBR,2,2,2,1,AFRI,0,1,5040
LBR,2,3,2,1,AFRI,0,1,1618
LBR,2,99,2,1,AFRI,0,1,171
LBR,2,1,3,1,AFRI,0,1,7370
LBR,2,2,3,1,AFRI,0,1,17705
LBR,2,3,3,1,AFRI,0,1,12743
LBR,2,99,3,1,AFRI,0,1,184
LBR,2,1,99,1,AFRI,0,1,85
LBR,2,2,99,1,AFRI,0,1,84
LBR,2,3,99,1,AFRI,0,1,125
LBR,2,99,99,1,AFRI,0,1,61
LBY,1,1,1,1,AFRI,0,1,6059
LBY,1,2,1,1,AFRI,0,1,1558
LBY,1,3,1,1,AFRI,0,1,4883
LBY,1,99,1,1,AFRI,0,1,413
LBY,1,1,2,1,AFRI,0,1,678
LBY,1,2,2,1,AFRI,0,1,1709
LBY,1,3,2,1,AFRI,0,1,3063
LBY,1,99,2,1,AFRI,0,1,89
LBY,1,1,3,1,AFRI,0,1,13309
LBY,1,2,3,1,AFRI,0,1,12274
LBY,1,3,3,1,AFRI,0,1,12980
LBY,1,99,3,1,AFRI,0,1,112
LBY,1,1,99,1,AFRI,0,1,425
LBY,1,2,99,1,AFRI,0,1,305
LBY,1,3,99,1,AFRI,0,1,841
LBY,1,99,99,1,AFRI,0,1,689
LBY,2,1,1,1,AFRI,0,1,1929
LBY,2,2,1,1,AFRI,0,1,2240
LBY,2,3,1,1,AFRI,0,1,4336
LBY,2,99,1,1,AFRI,0,1,182
LBY,2,1,2,1,AFRI,0,1,551
LBY,2,2,2,1,AFRI,0,1,1532
LBY,2,3,2,1,AFRI,0,1,3033
LBY,2,99,2,1,AFRI,0,1,51
LBY,2,1,3,1,AFRI,0,1,15766
LBY,2,2,3,1,AFRI,0,1,13204
LBY,2,3,3,1,AFRI,0,1,8691
LBY,2,99,3,1,AFRI,0,1,151
LBY,2,1,99,1,AFRI,0,1,833
LBY,2,2,99,1,AFRI,0,1,244
LBY,2,3,99,1,AFRI,0,1,1062
LBY,2,99,99,1,AFRI,0,1,393
LCA,1,1,1,1,SCAC,0,1,3697
LCA,1,2,1,1,SCAC,0,1,3524
LCA,1,3,1,1,SCAC,0,1,904
LCA,1,99,1,1,SCAC,0,1,3
LCA,1,1,2,1,SCAC,0,1,1446
LCA,1,2,2,1,SCAC,0,1,983
LCA,1,3,2,1,SCAC,0,1,1119
LCA,1,99,2,1,SCAC,0,1,1
LCA,1,1,3,1,SCAC,0,1,8101
LCA,1,2,3,1,SCAC,0,1,8702
LCA,1,3,3,1,SCAC,0,1,6376
LCA,1,99,3,1,SCAC,0,1,240
LCA,1,1,99,1,SCAC,0,1,608
LCA,1,2,99,1,SCAC,0,1,320
LCA,1,3,99,1,SCAC,0,1,180
LCA,1,99,99,1,SCAC,0,1,13
LCA,2,1,1,1,SCAC,0,1,2278
LCA,2,2,1,1,SCAC,0,1,1888
LCA,2,3,1,1,SCAC,0,1,1156
LCA,2,99,1,1,SCAC,0,1,3
LCA,2,1,2,1,SCAC,0,1,683
LCA,2,2,2,1,SCAC,0,1,597
LCA,2,3,2,1,SCAC,0,1,892
LCA,2,99,2,1,SCAC,0,1,1
LCA,2,1,3,1,SCAC,0,1,8268
LCA,2,2,3,1,SCAC,0,1,9976
LCA,2,3,3,1,SCAC,0,1,7262
LCA,2,99,3,1,SCAC,0,1,239
LCA,2,1,99,1,SCAC,0,1,822
LCA,2,2,99,1,SCAC,0,1,385
LCA,2,3,99,1,SCAC,0,1,206
LCA,2,99,99,1,SCAC,0,1,11
LIE,1,1,1,1,EURO,0,1,40
LIE,1,2,1,1,EURO,0,1,162
LIE,1,3,1,1,EURO,0,1,87
LIE,1,1,2,1,EURO,0,1,3
LIE,1,2,2,1,EURO,0,1,284
LIE,1,3,2,1,EURO,0,1,218
LIE,1,1,3,1,EURO,0,1,85
LIE,1,2,3,1,EURO,0,1,474
LIE,1,3,3,1,EURO,0,1,180
LIE,1,2,99,1,EURO,0,1,6
LIE,1,3,99,1,EURO,0,1,16
LIE,1,99,99,1,EURO,0,1,78
LIE,2,1,1,1,EURO,0,1,42
LIE,2,2,1,1,EURO,0,1,310
LIE,2,3,1,1,EURO,0,1,98
LIE,2,99,1,1,EURO,0,1,2
LIE,2,1,2,1,EURO,0,1,37
LIE,2,2,2,1,EURO,0,1,6
LIE,2,3,2,1,EURO,0,1,130
LIE,2,1,3,1,EURO,0,1,300
LIE,2,2,3,1,EURO,0,1,753
LIE,2,3,3,1,EURO,0,1,203
LIE,2,1,99,1,EURO,0,1,1
LIE,2,2,99,1,EURO,0,1,4
LIE,2,3,99,1,EURO,0,1,1
LIE,2,99,99,1,EURO,0,1,78
LKA,1,1,1,1,ASIA,0,1,15572
LKA,1,2,1,1,ASIA,0,1,14848
LKA,1,3,1,1,ASIA,0,1,14880
LKA,1,99,1,1,ASIA,0,1,1875
LKA,1,1,2,1,ASIA,0,1,21192
LKA,1,2,2,1,ASIA,0,1,18482
LKA,1,3,2,1,ASIA,0,1,19540
LKA,1,99,2,1,ASIA,0,1,687
LKA,1,1,3,1,ASIA,0,1,78564
LKA,1,2,3,1,ASIA,0,1,74037
LKA,1,3,3,1,ASIA,0,1,75855
LKA,1,99,3,1,ASIA,0,1,2657
LKA,1,1,99,1,ASIA,0,1,3463
LKA,1,2,99,1,ASIA,0,1,2366
LKA,1,3,99,1,ASIA,0,1,1606
LKA,1,99,99,1,ASIA,0,1,858
LKA,2,1,1,1,ASIA,0,1,17403
LKA,2,2,1,1,ASIA,0,1,16504
LKA,2,3,1,1,ASIA,0,1,16469
LKA,2,99,1,1,ASIA,0,1,1296
LKA,2,1,2,1,ASIA,0,1,22787
LKA,2,2,2,1,ASIA,0,1,15910
LKA,2,3,2,1,ASIA,0,1,17844
LKA,2,99,2,1,ASIA,0,1,707
LKA,2,1,3,1,ASIA,0,1,65194
LKA,2,2,3,1,ASIA,0,1,66366
LKA,2,3,3,1,ASIA,0,1,71725
LKA,2,99,3,1,ASIA,0,1,3165
LKA,2,1,99,1,ASIA,0,1,3516
LKA,2,2,99,1,ASIA,0,1,2295
LKA,2,3,99,1,ASIA,0,1,1850
LKA,2,99,99,1,ASIA,0,1,558
LSO,1,1,1,1,AFRI,0,1,53
LSO,1,2,1,1,AFRI,0,1,33
LSO,1,3,1,1,AFRI,0,1,16
LSO,1,2,2,1,AFRI,0,1,5
LSO,1,3,2,1,AFRI,0,1,490
LSO,1,1,3,1,AFRI,0,1,26
LSO,1,2,3,1,AFRI,0,1,271
LSO,1,3,3,1,AFRI,0,1,172
LSO,1,1,99,1,AFRI,0,1,5
LSO,1,2,99,1,AFRI,0,1,7
LSO,1,3,99,1,AFRI,0,1,50
LSO,1,99,99,1,AFRI,0,1,4
LSO,2,1,1,1,AFRI,0,1,15
LSO,2,2,1,1,AFRI,0,1,200
LSO,2,3,1,1,AFRI,0,1,119
LSO,2,99,1,1,AFRI,0,1,7
LSO,2,1,2,1,AFRI,0,1,25
LSO,2,3,2,1,AFRI,0,1,30
LSO,2,99,2,1,AFRI,0,1,1
LSO,2,1,3,1,AFRI,0,1,21
LSO,2,2,3,1,AFRI,0,1,214
LSO,2,3,3,1,AFRI,0,1,596
LSO,2,99,3,1,AFRI,0,1,1
LSO,2,1,99,1,AFRI,0,1,4
LSO,2,2,99,1,AFRI,0,1,12
LSO,2,3,99,1,AFRI,0,1,38
LSO,2,99,99,1,AFRI,0,1,7
LUX,1,1,0,1,EURO,1,0,41265
LUX,1,2,0,1,EURO,1,0,43879
LUX,1,3,0,1,EURO,1,0,25435
LUX,1,99,0,1,EURO,1,0,11804
LUX,2,1,0,1,EURO,1,0,31204
LUX,2,2,0,1,EURO,1,0,51421
LUX,2,3,0,1,EURO,1,0,27097
LUX,2,99,0,1,EURO,1,0,8719
LUX,1,1,1,1,EURO,1,1,1292
LUX,1,2,1,1,EURO,1,1,5611
LUX,1,3,1,1,EURO,1,1,2085
LUX,1,99,1,1,EURO,1,1,264
LUX,1,1,2,1,EURO,1,1,1670
LUX,1,2,2,1,EURO,1,1,1908
LUX,1,3,2,1,EURO,1,1,2191
LUX,1,99,2,1,EURO,1,1,139
LUX,1,1,3,1,EURO,1,1,3232
LUX,1,2,3,1,EURO,1,1,5675
LUX,1,3,3,1,EURO,1,1,7868
LUX,1,99,3,1,EURO,1,1,219
LUX,1,1,99,1,EURO,1,1,353
LUX,1,2,99,1,EURO,1,1,396
LUX,1,3,99,1,EURO,1,1,324
LUX,1,99,99,1,EURO,1,1,289
LUX,2,1,1,1,EURO,1,1,1272
LUX,2,2,1,1,EURO,1,1,2366
LUX,2,3,1,1,EURO,1,1,1850
LUX,2,99,1,1,EURO,1,1,413
LUX,2,1,2,1,EURO,1,1,653
LUX,2,2,2,1,EURO,1,1,2226
LUX,2,3,2,1,EURO,1,1,1661
LUX,2,99,2,1,EURO,1,1,126
LUX,2,1,3,1,EURO,1,1,5849
LUX,2,2,3,1,EURO,1,1,7791
LUX,2,3,3,1,EURO,1,1,6532
LUX,2,99,3,1,EURO,1,1,306
LUX,2,1,99,1,EURO,1,1,535
LUX,2,2,99,1,EURO,1,1,513
LUX,2,3,99,1,EURO,1,1,382
LUX,2,99,99,1,EURO,1,1,231
MAR,1,1,1,1,AFRI,0,1,52368
MAR,1,2,1,1,AFRI,0,1,33435
MAR,1,3,1,1,AFRI,0,1,25445
MAR,1,99,1,1,AFRI,0,1,11555
MAR,1,1,2,1,AFRI,0,1,140051
MAR,1,2,2,1,AFRI,0,1,49855
MAR,1,3,2,1,AFRI,0,1,32441
MAR,1,99,2,1,AFRI,0,1,8034
MAR,1,1,3,1,AFRI,0,1,616262
MAR,1,2,3,1,AFRI,0,1,284113
MAR,1,3,3,1,AFRI,0,1,190689
MAR,1,99,3,1,AFRI,0,1,11053
MAR,1,1,99,1,AFRI,0,1,44475
MAR,1,2,99,1,AFRI,0,1,28991
MAR,1,3,99,1,AFRI,0,1,20024
MAR,1,99,99,1,AFRI,0,1,1219
MAR,2,1,1,1,AFRI,0,1,85069
MAR,2,2,1,1,AFRI,0,1,36446
MAR,2,3,1,1,AFRI,0,1,28491
MAR,2,99,1,1,AFRI,0,1,12811
MAR,2,1,2,1,AFRI,0,1,174588
MAR,2,2,2,1,AFRI,0,1,60672
MAR,2,3,2,1,AFRI,0,1,36742
MAR,2,99,2,1,AFRI,0,1,9558
MAR,2,1,3,1,AFRI,0,1,508022
MAR,2,2,3,1,AFRI,0,1,226041
MAR,2,3,3,1,AFRI,0,1,143853
MAR,2,99,3,1,AFRI,0,1,9542
MAR,2,1,99,1,AFRI,0,1,46920
MAR,2,2,99,1,AFRI,0,1,24493
MAR,2,3,99,1,AFRI,0,1,17235
MAR,2,99,99,1,AFRI,0,1,539
MCO,1,1,1,1,EURO,0,1,133
MCO,1,2,1,1,EURO,0,1,211
MCO,1,3,1,1,EURO,0,1,93
MCO,1,99,1,1,EURO,0,1,7
MCO,1,1,2,1,EURO,0,1,39
MCO,1,2,2,1,EURO,0,1,35
MCO,1,3,2,1,EURO,0,1,70
MCO,1,99,2,1,EURO,0,1,3
MCO,1,1,3,1,EURO,0,1,1433
MCO,1,2,3,1,EURO,0,1,2362
MCO,1,3,3,1,EURO,0,1,1829
MCO,1,99,3,1,EURO,0,1,29
MCO,1,1,99,1,EURO,0,1,1425
MCO,1,2,99,1,EURO,0,1,2016
MCO,1,3,99,1,EURO,0,1,1258
MCO,1,99,99,1,EURO,0,1,13
MCO,2,1,1,1,EURO,0,1,58
MCO,2,2,1,1,EURO,0,1,287
MCO,2,3,1,1,EURO,0,1,379
MCO,2,99,1,1,EURO,0,1,3
MCO,2,1,2,1,EURO,0,1,30
MCO,2,2,2,1,EURO,0,1,90
MCO,2,3,2,1,EURO,0,1,69
MCO,2,99,2,1,EURO,0,1,1
MCO,2,1,3,1,EURO,0,1,1202
MCO,2,2,3,1,EURO,0,1,2118
MCO,2,3,3,1,EURO,0,1,2235
MCO,2,99,3,1,EURO,0,1,4
MCO,2,1,99,1,EURO,0,1,1538
MCO,2,2,99,1,EURO,0,1,1998
MCO,2,3,99,1,EURO,0,1,1619
MCO,2,99,99,1,EURO,0,1,13
MDG,1,1,1,1,AFRI,0,1,1108
MDG,1,2,1,1,AFRI,0,1,1542
MDG,1,3,1,1,AFRI,0,1,1872
MDG,1,99,1,1,AFRI,0,1,63
MDG,1,1,2,1,AFRI,0,1,1316
MDG,1,2,2,1,AFRI,0,1,1636
MDG,1,3,2,1,AFRI,0,1,1733
MDG,1,99,2,1,AFRI,0,1,21
MDG,1,1,3,1,AFRI,0,1,7511
MDG,1,2,3,1,AFRI,0,1,13010
MDG,1,3,3,1,AFRI,0,1,15475
MDG,1,99,3,1,AFRI,0,1,19
MDG,1,1,99,1,AFRI,0,1,3445
MDG,1,2,99,1,AFRI,0,1,4131
MDG,1,3,99,1,AFRI,0,1,2932
MDG,1,99,99,1,AFRI,0,1,46
MDG,2,1,1,1,AFRI,0,1,2816
MDG,2,2,1,1,AFRI,0,1,2875
MDG,2,3,1,1,AFRI,0,1,3171
MDG,2,99,1,1,AFRI,0,1,185
MDG,2,1,2,1,AFRI,0,1,3029
MDG,2,2,2,1,AFRI,0,1,2780
MDG,2,3,2,1,AFRI,0,1,2623
MDG,2,99,2,1,AFRI,0,1,105
MDG,2,1,3,1,AFRI,0,1,15462
MDG,2,2,3,1,AFRI,0,1,16931
MDG,2,3,3,1,AFRI,0,1,17752
MDG,2,99,3,1,AFRI,0,1,49
MDG,2,1,99,1,AFRI,0,1,6232
MDG,2,2,99,1,AFRI,0,1,4851
MDG,2,3,99,1,AFRI,0,1,3678
MDG,2,99,99,1,AFRI,0,1,92
MDV,1,1,1,1,ASIA,0,1,30
MDV,1,2,1,1,ASIA,0,1,146
MDV,1,3,1,1,ASIA,0,1,68
MDV,1,99,1,1,ASIA,0,1,2
MDV,1,1,2,1,ASIA,0,1,4
MDV,1,2,2,1,ASIA,0,1,4
MDV,1,3,2,1,ASIA,0,1,28
MDV,1,99,2,1,ASIA,0,1,3
MDV,1,1,3,1,ASIA,0,1,61
MDV,1,2,3,1,ASIA,0,1,14
MDV,1,3,3,1,ASIA,0,1,59
MDV,1,3,99,1,ASIA,0,1,18
MDV,1,99,99,1,ASIA,0,1,10
MDV,2,1,1,1,ASIA,0,1,17
MDV,2,2,1,1,ASIA,0,1,39
MDV,2,3,1,1,ASIA,0,1,231
MDV,2,99,1,1,ASIA,0,1,1
MDV,2,1,2,1,ASIA,0,1,5
MDV,2,2,2,1,ASIA,0,1,4
MDV,2,3,2,1,ASIA,0,1,54
MDV,2,1,3,1,ASIA,0,1,653
MDV,2,2,3,1,ASIA,0,1,26
MDV,2,3,3,1,ASIA,0,1,65
MDV,2,1,99,1,ASIA,0,1,1
MDV,2,3,99,1,ASIA,0,1,8
MDV,2,99,99,1,ASIA,0,1,2
MEX,1,1,0,1,SCAC,1,0,27154584
MEX,1,2,0,1,SCAC,1,0,8803942
MEX,1,3,0,1,SCAC,1,0,4986698
MEX,1,99,0,1,SCAC,1,0,99858
MEX,2,1,0,1,SCAC,1,0,30210858
MEX,2,2,0,1,SCAC,1,0,9814404
MEX,2,3,0,1,SCAC,1,0,4742080
MEX,2,99,0,1,SCAC,1,0,120150
MEX,1,1,1,1,SCAC,1,1,225482
MEX,1,2,1,1,SCAC,1,1,152499
MEX,1,3,1,1,SCAC,1,1,60879
MEX,1,99,1,1,SCAC,1,1,514
MEX,1,1,2,1,SCAC,1,1,287515
MEX,1,2,2,1,SCAC,1,1,197417
MEX,1,3,2,1,SCAC,1,1,49239
MEX,1,99,2,1,SCAC,1,1,172
MEX,1,1,3,1,SCAC,1,1,2807815
MEX,1,2,3,1,SCAC,1,1,1876826
MEX,1,3,3,1,SCAC,1,1,418566
MEX,1,99,3,1,SCAC,1,1,220
MEX,1,1,99,1,SCAC,1,1,1765
MEX,1,2,99,1,SCAC,1,1,1837
MEX,1,3,99,1,SCAC,1,1,3211
MEX,1,99,99,1,SCAC,1,1,895
MEX,2,1,1,1,SCAC,1,1,168690
MEX,2,2,1,1,SCAC,1,1,128967
MEX,2,3,1,1,SCAC,1,1,71591
MEX,2,99,1,1,SCAC,1,1,863
MEX,2,1,2,1,SCAC,1,1,254263
MEX,2,2,2,1,SCAC,1,1,181891
MEX,2,3,2,1,SCAC,1,1,60472
MEX,2,99,2,1,SCAC,1,1,175
MEX,2,1,3,1,SCAC,1,1,2536151
MEX,2,2,3,1,SCAC,1,1,1739717
MEX,2,3,3,1,SCAC,1,1,467836
MEX,2,99,3,1,SCAC,1,1,153
MEX,2,1,99,1,SCAC,1,1,2713
MEX,2,2,99,1,SCAC,1,1,1979
MEX,2,3,99,1,SCAC,1,1,3627
MEX,2,99,99,1,SCAC,1,1,431
MHL,1,1,1,1,OCEA,0,1,1528
MHL,1,2,1,1,OCEA,0,1,413
MHL,1,1,2,1,OCEA,0,1,689
MHL,1,2,2,1,OCEA,0,1,2040
MHL,1,3,2,1,OCEA,0,1,433
MHL,1,1,3,1,OCEA,0,1,1096
MHL,1,2,3,1,OCEA,0,1,4400
MHL,1,3,3,1,OCEA,0,1,935
MHL,2,1,1,1,OCEA,0,1,963
MHL,2,2,1,1,OCEA,0,1,1129
MHL,2,99,1,1,OCEA,0,1,3
MHL,2,1,2,1,OCEA,0,1,1160
MHL,2,2,2,1,OCEA,0,1,2986
MHL,2,3,2,1,OCEA,0,1,50
MHL,2,1,3,1,OCEA,0,1,1422
MHL,2,2,3,1,OCEA,0,1,4737
MHL,2,3,3,1,OCEA,0,1,376
MLI,1,1,1,1,AFRI,0,1,3514
MLI,1,2,1,1,AFRI,0,1,1900
MLI,1,3,1,1,AFRI,0,1,1578
MLI,1,99,1,1,AFRI,0,1,73
MLI,1,1,2,1,AFRI,0,1,4406
MLI,1,2,2,1,AFRI,0,1,2934
MLI,1,3,2,1,AFRI,0,1,2462
MLI,1,99,2,1,AFRI,0,1,19
MLI,1,1,3,1,AFRI,0,1,20256
MLI,1,2,3,1,AFRI,0,1,7069
MLI,1,3,3,1,AFRI,0,1,5333
MLI,1,99,3,1,AFRI,0,1,13
MLI,1,1,99,1,AFRI,0,1,9554
MLI,1,2,99,1,AFRI,0,1,3351
MLI,1,3,99,1,AFRI,0,1,3126
MLI,1,99,99,1,AFRI,0,1,110
MLI,2,1,1,1,AFRI,0,1,2773
MLI,2,2,1,1,AFRI,0,1,1405
MLI,2,3,1,1,AFRI,0,1,1424
MLI,2,99,1,1,AFRI,0,1,54
MLI,2,1,2,1,AFRI,0,1,2350
MLI,2,2,2,1,AFRI,0,1,1319
MLI,2,3,2,1,AFRI,0,1,1071
MLI,2,99,2,1,AFRI,0,1,28
MLI,2,1,3,1,AFRI,0,1,12365
MLI,2,2,3,1,AFRI,0,1,5323
MLI,2,3,3,1,AFRI,0,1,3564
MLI,2,99,3,1,AFRI,0,1,7
MLI,2,1,99,1,AFRI,0,1,4151
MLI,2,2,99,1,AFRI,0,1,1707
MLI,2,3,99,1,AFRI,0,1,1358
MLI,2,99,99,1,AFRI,0,1,40
MLT,1,1,1,1,EURO,0,1,105
MLT,1,2,1,1,EURO,0,1,773
MLT,1,3,1,1,EURO,0,1,707
MLT,1,99,1,1,EURO,0,1,81
MLT,1,1,2,1,EURO,0,1,95
MLT,1,2,2,1,EURO,0,1,585
MLT,1,3,2,1,EURO,0,1,1019
MLT,1,99,2,1,EURO,0,1,31
MLT,1,1,3,1,EURO,0,1,18634
MLT,1,2,3,1,EURO,0,1,21939
MLT,1,3,3,1,EURO,0,1,12437
MLT,1,99,3,1,EURO,0,1,2030
MLT,1,1,99,1,EURO,0,1,348
MLT,1,2,99,1,EURO,0,1,181
MLT,1,3,99,1,EURO,0,1,59
MLT,1,99,99,1,EURO,0,1,339
MLT,2,1,1,1,EURO,0,1,287
MLT,2,2,1,1,EURO,0,1,989
MLT,2,3,1,1,EURO,0,1,410
MLT,2,99,1,1,EURO,0,1,84
MLT,2,1,2,1,EURO,0,1,379
MLT,2,2,2,1,EURO,0,1,258
MLT,2,3,2,1,EURO,0,1,1008
MLT,2,99,2,1,EURO,0,1,38
MLT,2,1,3,1,EURO,0,1,23820
MLT,2,2,3,1,EURO,0,1,17705
MLT,2,3,3,1,EURO,0,1,10958
MLT,2,99,3,1,EURO,0,1,2248
MLT,2,1,99,1,EURO,0,1,405
MLT,2,2,99,1,EURO,0,1,130
MLT,2,3,99,1,EURO,0,1,95
MLT,2,99,99,1,EURO,0,1,341
MMR,1,1,1,1,ASIA,0,1,17523
MMR,1,2,1,1,ASIA,0,1,6657
MMR,1,3,1,1,ASIA,0,1,4783
MMR,1,99,1,1,ASIA,0,1,470
MMR,1,1,2,1,ASIA,0,1,17443
MMR,1,2,2,1,ASIA,0,1,8747
MMR,1,3,2,1,ASIA,0,1,4568
MMR,1,99,2,1,ASIA,0,1,451
MMR,1,1,3,1,ASIA,0,1,9754
MMR,1,2,3,1,ASIA,0,1,10291
MMR,1,3,3,1,ASIA,0,1,17569
MMR,1,99,3,1,ASIA,0,1,447
MMR,1,1,99,1,ASIA,0,1,233
MMR,1,2,99,1,ASIA,0,1,135
MMR,1,3,99,1,ASIA,0,1,108
MMR,1,99,99,1,ASIA,0,1,253
MMR,2,1,1,1,ASIA,0,1,22080
MMR,2,2,1,1,ASIA,0,1,5920
MMR,2,3,1,1,ASIA,0,1,3357
MMR,2,99,1,1,ASIA,0,1,429
MMR,2,1,2,1,ASIA,0,1,17347
MMR,2,2,2,1,ASIA,0,1,7764
MMR,2,3,2,1,ASIA,0,1,5959
MMR,2,99,2,1,ASIA,0,1,462
MMR,2,1,3,1,ASIA,0,1,10605
MMR,2,2,3,1,ASIA,0,1,9925
MMR,2,3,3,1,ASIA,0,1,16049
MMR,2,99,3,1,ASIA,0,1,607
MMR,2,1,99,1,ASIA,0,1,224
MMR,2,2,99,1,ASIA,0,1,144
MMR,2,3,99,1,ASIA,0,1,105
MMR,2,99,99,1,ASIA,0,1,201
MNG,1,1,1,1,ASIA,0,1,780
MNG,1,2,1,1,ASIA,0,1,1985
MNG,1,3,1,1,ASIA,0,1,3169
MNG,1,99,1,1,ASIA,0,1,299
MNG,1,1,2,1,ASIA,0,1,414
MNG,1,2,2,1,ASIA,0,1,591
MNG,1,3,2,1,ASIA,0,1,840
MNG,1,99,2,1,ASIA,0,1,120
MNG,1,1,3,1,ASIA,0,1,542
MNG,1,2,3,1,ASIA,0,1,1227
MNG,1,3,3,1,ASIA,0,1,1327
MNG,1,99,3,1,ASIA,0,1,25
MNG,1,1,99,1,ASIA,0,1,160
MNG,1,2,99,1,ASIA,0,1,344
MNG,1,3,99,1,ASIA,0,1,294
MNG,1,99,99,1,ASIA,0,1,1025
MNG,2,1,1,1,ASIA,0,1,1733
MNG,2,2,1,1,ASIA,0,1,2460
MNG,2,3,1,1,ASIA,0,1,4867
MNG,2,99,1,1,ASIA,0,1,735
MNG,2,1,2,1,ASIA,0,1,418
MNG,2,2,2,1,ASIA,0,1,1575
MNG,2,3,2,1,ASIA,0,1,1184
MNG,2,99,2,1,ASIA,0,1,747
MNG,2,1,3,1,ASIA,0,1,675
MNG,2,2,3,1,ASIA,0,1,992
MNG,2,3,3,1,ASIA,0,1,2179
MNG,2,99,3,1,ASIA,0,1,47
MNG,2,1,99,1,ASIA,0,1,169
MNG,2,2,99,1,ASIA,0,1,338
MNG,2,3,99,1,ASIA,0,1,318
MNG,2,99,99,1,ASIA,0,1,398
MNP,1,1,1,1,OCEA,0,1,66
MNP,1,2,1,1,OCEA,0,1,512
MNP,1,1,2,1,OCEA,0,1,270
MNP,1,2,2,1,OCEA,0,1,221
MNP,1,3,2,1,OCEA,0,1,64
MNP,1,1,3,1,OCEA,0,1,305
MNP,1,2,3,1,OCEA,0,1,1073
MNP,1,3,3,1,OCEA,0,1,541
MNP,1,3,99,1,OCEA,0,1,10
MNP,2,1,1,1,OCEA,0,1,104
MNP,2,2,1,1,OCEA,0,1,566
MNP,2,3,1,1,OCEA,0,1,216
MNP,2,2,2,1,OCEA,0,1,621
MNP,2,3,2,1,OCEA,0,1,10
MNP,2,1,3,1,OCEA,0,1,647
MNP,2,2,3,1,OCEA,0,1,1676
MNP,2,3,3,1,OCEA,0,1,918
MOZ,1,1,1,1,AFRI,0,1,662
MOZ,1,2,1,1,AFRI,0,1,373
MOZ,1,3,1,1,AFRI,0,1,911
MOZ,1,99,1,1,AFRI,0,1,62
MOZ,1,1,2,1,AFRI,0,1,697
MOZ,1,2,2,1,AFRI,0,1,810
MOZ,1,3,2,1,AFRI,0,1,398
MOZ,1,99,2,1,AFRI,0,1,24
MOZ,1,1,3,1,AFRI,0,1,11614
